id,division_id,identifier,alternate_identifier,position,abstract,organization,application_fee,processing_fee,date,decision,byte_size,number_of_pages,number_of_rows
542,ocd-division/country:ca/province:nl,NR/15/2014,,15,"Any and all communications to and from the minister's office; as well as any departmental briefing notes, information notes, discussion papers and/or reports relating to the creation of a joint regulator for oil and gas development offshore Quebec, covering the period of July 1, 2014 to Oct. 20, 2014.",Natural Resources,5.00,0.00,2014-11-28,nothing disclosed,746690,2,
217,ocd-division/country:ca/province:nl,ENV/29/2014,,29,"Any and all correspondence regarding Crown Grant Application number 139063, including any correspondence to or from the Crown, in relation to the said application.",Environment and Conservation,5.00,0.00,2014-12-01,disclosed in part,4911944,57,
96,ocd-division/country:ca/province:nl,ENV/38/2014,,38,Regulatory compliance request for a residential property.,Environment and Conservation,5.00,0.00,2014-12-01,disclosed in part,180938,3,
3,ocd-division/country:ca/province:nl,FA/19/2014,,19,"What assistance was giving by our Provincial fisheries department to fish plants, foreign works, and workers from other province’s when they came to work in fish plants here when workers like myself and others were refused work.",Fisheries and Aquaculture,5.00,0.00,2014-12-01,all disclosed,548508,2,
444,ocd-division/country:ca/province:nl,PRE/8/2014,,8,"All emails sent or received by all staff in the Premier's Office regarding Judy Manning between Sept 30 and Oct 28, 2014. ",Premier's Office,5.00,0.00,2014-12-01,disclosed in part,2502987,26,
445,ocd-division/country:ca/province:nl,PRE/9/2014,,9,"All emails sent or received by Premier Paul Davis between Sept 30 and Oct 28, 2014 regarding Judy Manning. Request includes pdavis@gov.nl.ca, premier@gov.nl.ca and any other email addresses used directly or indirectly by Davis.",Premier's Office,5.00,0.00,2014-12-01,disclosed in part,3211416,26,
392,ocd-division/country:ca/province:nl,EC/13/2014,,13,"A copy of all paperwork, letters, documents, etc. related to the appointment of Ms. Judy Manning to the position of Review Commissioner with the Workplace Health, Safety and Compensation Review Division. Also seeking the dates of all cases heard by Ms. Manning as well as a detailed list of all individual payments made to Ms. Manning.",Executive Council,5.00,0.00,2014-12-02,nothing disclosed,627587,2,
240,ocd-division/country:ca/province:nl,HCS/40/2014,,40,"Any briefing materials on the topic of ""Red Alerts"" (ambulance availability on the Northeast Avalon) and correspondence of dept. and Eastern Health on the topic. Date range Aug.1, 2013 to present.",Health and Community Services,5.00,0.00,2014-12-02,disclosed in part,5236413,84,
213,ocd-division/country:ca/province:nl,AES/27/2014,,27,For Town of St. George’s # of individuals receiving Social services income and annual taxes paid to town on behalf of all individuals receiving social benefits. Most recent information.,Advanced Education and Skills,5.00,0.00,2014-12-03,all disclosed,408361,1,
77,ocd-division/country:ca/province:nl,EC/6/2014,,6,"Records related to assurances provided by the provincial government to the acquiring entity of North Atlantic Refining Ltd. about responsibility for any pre-existing environmental liabilities at the refinery site relating to soil/sediment/groundwater, etc.",Executive Council,5.00,0.00,2014-12-03,disclosed in part,6511329,64,
78,ocd-division/country:ca/province:nl,ENV/35/2014,,35,"Records related to environmental liabilities at the North Atlantic Refining Ltd. Come By Chance refinery site. Request includes briefing materials, any internal or external reports commissioned on the topic, and any cost estimates prepared for existing liabilities and/or potential clean-ups.",Environment and Conservation,5.00,0.00,2014-12-03,disclosed in part,3535410,17,
238,ocd-division/country:ca/province:nl,ENV/36/2014,,36,Any and all reports related to environmental monitoring and/or environmental liability at the Come by Chance refinery for the years 2009 to present.,Environment and Conservation,5.00,0.00,2014-12-03,disclosed in part,3532949,17,
95,ocd-division/country:ca/province:nl,SNL/20/2014,,20,Regulatory compliance request for a residential property.,Service NL,5.00,0.00,2014-12-05,disclosed in part,2119348,8,
520,ocd-division/country:ca/province:nl,ENV/39/2014,,39,"Amount spent on relocation expense reimbursement within the Water Resources Management Division of the Dept. of Environment and Conservation since 2006. More specifically, any permanent jobs being filled from the Corner Brook regional office to the St. Johns WRMD office and details of what type of relocation expenses were covered.",Environment and Conservation,5.00,0.00,2014-12-09,all disclosed,327802,2,
66,ocd-division/country:ca/province:nl,EC/12/2014,,12,"The names, salaries, and positions of all government appointees to boards and agencies since September 9, 2013.",Executive Council,5.00,0.00,2014-12-11,all disclosed,2244797,14,
50,ocd-division/country:ca/province:nl,MIGA/15/2014,,15,Information relating to Crown Lands sale in Brigus Junction.,Municipal and Intergovernmental Affairs,5.00,0.00,2014-12-11,all disclosed,1357093,3,
414,ocd-division/country:ca/province:nl,CYFS/11/2014,,11,A status update on each of the recommendations made by the Child and Youth Advocate to your department since 2012.,"Child, Youth and Family Services",5.00,0.00,2014-12-12,nothing disclosed,458687,2,
410,ocd-division/country:ca/province:nl,FA/22/2014,,22,"A listing of exemptions to the Minimum Processing Requirements (MPRs) for all species of fish (including amounts and quota holders), for years 2012, 2013, 2014.",Fisheries and Aquaculture,5.00,0.00,2014-12-12,all disclosed,1044014,6,
87,ocd-division/country:ca/province:nl,JUS/15/2014,,15,Records relating to the dispute regarding the development of 110 building lots at Ocean Pond.,Justice and Public Safety,5.00,0.00,2014-12-12,disclosed in part,14582512,221,
413,ocd-division/country:ca/province:nl,HCS/42/2014,,42,A status update on each of the recommendations made by the Child and Youth Advocate to your department since 2012.,Health and Community Services,5.00,0.00,2014-12-16,nothing disclosed,875306,2,
412,ocd-division/country:ca/province:nl,JUS/18/2014,,18,A status update on each of the recommendations made by the Child and Youth Advocate to your department since 2012.,Justice and Public Safety,5.00,0.00,2014-12-18,nothing disclosed,681384,2,
278,ocd-division/country:ca/province:nl,SNL/22/2014,,22,Information relating to the medicals review officer and consultant positions with the Motor Vehicle Registration Division.,Service NL,5.00,0.00,2014-12-18,all disclosed,433070,4,
514,ocd-division/country:ca/province:nl,NR/13/2014,,13,All records relating to RPS Canada and RPS Group PLC.,Natural Resources,5.00,37.50,2014-12-19,disclosed in part,3555219,106,
94,ocd-division/country:ca/province:nl,ENV/42/2014,,42,Regulatory compliance request for a residential property.,Environment and Conservation,5.00,0.00,2014-12-23,nothing disclosed,721785,2,
145,ocd-division/country:ca/province:nl,JUS/19/2014,,19,"Copies of any and all letters, correspondence and emails sent to you regarding:
• The change in name from the Department of Justice to the Department of Public Safety and/or the changes resulting from new departmental responsibilities; and
• The appointment of Ms. Judy Manning to the role of Minister of Public Safety.",Justice and Public Safety,5.00,0.00,2014-12-23,disclosed in part,422413,18,
93,ocd-division/country:ca/province:nl,ENV/45/2014,,45,Regulatory compliance request for a residential property.,Environment and Conservation,5.00,0.00,2014-12-29,nothing disclosed,104943,2,
308,ocd-division/country:ca/province:nl,FA/25/2014,,25,"On Tuesday, October 29, 2013 government held a celebration at the Rooms regarding the proposed $400 million fisheries industry fund. Please provide a detail cost breakdown for the total cost of this celebration, including any travel, accommodations catering (food and beverage), consulting, multi-media set-up, marketing, advertising, invitations, and any other related expenses.",Fisheries and Aquaculture,5.00,0.00,2014-12-29,all disclosed,255665,1,
541,ocd-division/country:ca/province:nl,NR/16/2014,,16,"Any and all communications to and from the minister's office; as well as any departmental briefing notes, information notes, discussion papers and/or reports referring to the so-called ""third line"" for power from Churchill Falls to Labrador West, covering the period of July 1, 2014 - Oct. 20, 2014.",Natural Resources,5.00,0.00,2014-12-29,disclosed in part,1273588,7,
92,ocd-division/country:ca/province:nl,SNL/24/2014,,24,Regulatory compliance request for a residential property.,Service NL,5.00,0.00,2014-12-29,nothing disclosed,690232,2,
548,ocd-division/country:ca/province:nl,SNL/26/2014,,26,Regulatory compliance request for a residential property.,Service NL,5.00,0.00,2014-12-29,nothing disclosed,800945,2,
434,ocd-division/country:ca/province:nl,TW/26/2014,,26,"All correspondence with Star Realty, Heart’s Delight, NL, regarding the Mechanics’ Lien in the Right of the Province of NL as represented by the Minister of Transportation and Works and against the Eastern School District and all that piece of parcel of land situate at Mundy Pond Road, St. John’s and any offer made to date to settle the claim.",Transportation and Works,5.00,0.00,2014-12-30,all disclosed,348034,2,
467,ocd-division/country:ca/province:nl,AES/29/2014,,29,"A copy of the evaluation of the Provincial Nominee Program, which Minister O’Brien indicated during the Resource Committee Meeting dated March 31, 2014 ""will be completed in the first of this fiscal.""",Advanced Education and Skills,5.00,0.00,2015-01-05,nothing disclosed,541158,2,
466,ocd-division/country:ca/province:nl,FA/20/2014,,20,"A copy of the entire consultant’s report produced in 2014 on the commercial viability of seal meat, as paid for by the department. The executive summary was provided in early October 2014, but a copy of the full report is requested.",Fisheries and Aquaculture,5.00,0.00,2015-01-05,disclosed in part,139061,3,
325,ocd-division/country:ca/province:nl,PRE/10/2014,,10,"Cell phone records (including number billed, connect date, connect time, originating city, originating province, terminating number, terminating city, terminating province, and billed minutes) for positions, and associated names, for the time period of January 29, 2014 to June 30, 2014: Premier (Tom Marshall); Chief of Staff - Premier's Office (Darryl Hynes); EA to Premier (Larry Wells); and Director of Communications (Milly Browne).",Premier's Office,5.00,0.00,2015-01-05,disclosed in part,12851619,96,
251,ocd-division/country:ca/province:nl,SNL/29/2014,,29,Any reports produced as a result of the 2012 public consultations on the Residential Tenancies Act and Regulations.,Service NL,5.00,0.00,2015-01-05,nothing disclosed,346996,1,
324,ocd-division/country:ca/province:nl,AES/28/2014,,28,"Cell phone records (including number billed, connect date, connect time, originating city, originating province, terminating number, terminating city, terminating province and billed minutes) for the following positions, and associated names for the time period of January 29, 2014 to June 30, 2014: Minister of Advanced Education and Skills (Kevin O’Brien); and EA to Minister of Advanced Education and Skills (Lisa Lindahl).",Advanced Education and Skills,5.00,0.00,2015-01-06,disclosed in part,4443050,121,
323,ocd-division/country:ca/province:nl,TW/25/2015,TW/25/2014,25,"Cell phone records (including number billed, connect date, connect time, originating city, originating province, terminating number, terminating city, terminating province and billed minutes) for the following positions, and associated names for the time period of January 29, 2014 to June 30, 2014: Minister of Transportation and Works (Nick McGrath); Deputy Minister, Transportation and Works (Brent Meade); and Director of Communications, Transportation and Works (Scott Barfoot).",Transportation and Works,5.00,0.00,2015-01-07,disclosed in part,4566025,75,
218,ocd-division/country:ca/province:nl,LAAO/2/2014,,2,"Any and all correspondence, of any nature, from the above department (Department of Labrador Affairs) to the Labrador Regional Tourism Department, and/or Mr. Todd Kent, for the period commencing January 1st, 2007 to December 31, 2007, and January 1st, 2010 to December 31, 2010.",Labrador and Aboriginal Affairs Office,5.00,0.00,2015-01-12,nothing disclosed,243748,2,
233,ocd-division/country:ca/province:nl,LAAO/3/2014,,3,"Any and all information with regards to funding provided to Labrador Hunting and Fishing Association. Information to include, but shall not be limited to, a detailed list of all monies paid to the LHFA by any means, including loans/grants/sponsorships/donations etc.",Labrador and Aboriginal Affairs Office,5.00,0.00,2015-01-12,disclosed in part,4618947,60,
181,ocd-division/country:ca/province:nl,JPS/2/2014,,2,"Cost of legal aid lawyers and crown prosecutors who oversaw the second degree murder trial for Philip Wayne Pynn and Lyndon Malcolm Butler from July 2011. Looking to see how much money was spent on Jeff Brace, Mark Gruchy, David Bright and Brian Casey (include travel expenses).",Justice and Public Safety,5.00,0.00,2015-01-13,all disclosed,140712,2,
315,ocd-division/country:ca/province:nl,FA/24/2014,,24,"Please provide any and all analyses of the value of minimum processing requirements (MPR) for the province of Newfoundland and Labrador, as far back as 2004.",Fisheries and Aquaculture,5.00,0.00,2015-01-16,disclosed in part,1607468,12,
424,ocd-division/country:ca/province:nl,NR/14/2014,,14,"All briefing notes, information notes, financial analyses, discussion papers and/or reports concerning the Come-by-Chance oil refinery since January 1, 2012.",Natural Resources,5.00,50.00,2015-01-19,disclosed in part,1721747,147,
430,ocd-division/country:ca/province:nl,MIGA/18/2014,,18,All correspondence between the town of witless bay and MIGA from June 2014 to present.,Municipal and Intergovernmental Affairs,5.00,0.00,2015-01-20,all disclosed,5862382,53,
98,ocd-division/country:ca/province:nl,HRS/6/2014,,6,"Reports, complaints, communications or memos of harassment, sexual harassment, sexual assault, inappropriate behaviors, inappropriate touching or sexual misconduct occurring among provincial government employees over the last fourteen (14) years.",Human Resource Secretariat,5.00,0.00,2015-01-23,all disclosed,688286,4,
491,ocd-division/country:ca/province:nl,SNL/30/2014,,30,"A detailed list of all licensed security guard agencies and law enforcement agencies, licenced to operate in NL in the year 2014 and the date they first became licensed.",Service NL,5.00,0.00,2015-01-26,all disclosed,992998,3,
203,ocd-division/country:ca/province:nl,ENV/41/2014,,41,"Environmental records/information (underground/above ground storage tanks, hazardous waste, spills/releases, water wells, etc.) for the address 24 Mews Place, St. John's, Newfoundland A1B 4G3.",Environment and Conservation,5.00,0.00,2015-01-27,disclosed in part,1088968,33,
493,ocd-division/country:ca/province:nl,HCS/47/2014,,47,"A final copy of the $500,000 provincial radiation services study. If the final copy is not yet complete, please provide a status update on the study, any supporting documentation, the reasons the consultant was delayed in completing this document. I am also requesting the latest draft copy of the report.",Health and Community Services,5.00,0.00,2015-01-27,nothing disclosed,322361,2,
404,ocd-division/country:ca/province:nl,HRS/7/2014,,7,A copy of memo(s)/letter(s) sent to all departments regarding the public sector hiring freeze that was announced by Premier Paul Davis in November 2014.,Human Resource Secretariat,5.00,0.00,2015-01-29,all disclosed,1557764,10,
227,ocd-division/country:ca/province:nl,BTCRD/5/2014,,5,"Any and all information associated with any financial funding provided to Cain’s Quest, or any of its known affiliates, including but not limited to, White Wolf Snowmobile Club. ","Business, Tourism, Culture and Rural Development",5.00,0.00,2015-02-06,all disclosed,1270579,3,
230,ocd-division/country:ca/province:nl,BTCRD/6/2014,,6,Any and all information regarding the Non-Resident Big Game Allocation Plan for the Province of Newfoundland and Labrador. ,"Business, Tourism, Culture and Rural Development",5.00,0.00,2015-02-06,all disclosed,2278680,9,
142,ocd-division/country:ca/province:nl,JPS/3/2014,,3,"Total number of tickets issued for speeding in 2013/14, plus a breakdown by category below. Number of tickets issued for: Speeding 1 – 10 km/h in excess of posted limit 0 points; Speeding 11 – 20 km/h in excess of posted limit 2 points; Speeding 21 – 30 km/h in excess of posted limit 3 points; Speeding 31 km/h and over in excess of posted limit 4 points.",Justice and Public Safety,5.00,0.00,2015-02-09,all disclosed,155903,2,
235,ocd-division/country:ca/province:nl,NR/18/2014,,18,"Any and all information with respect to Quest Rare Minerals, or any of its affiliates, and the project known as ""Strange Lake, Labrador"".",Natural Resources,5.00,0.00,2015-02-09,disclosed in part,1765982,33,
91,ocd-division/country:ca/province:nl,ENV/1/2015,,1,"Regulatory compliance request for a former Irving bulk fuel oil storage plant located at 319 Water Street, Harbour Grace.",Environment and Conservation,5.00,0.00,2015-02-13,all disclosed,932331,2,
63,ocd-division/country:ca/province:nl,FA/1/2015,,1,"The names of the two companies that were ""charged with multiple counts of non-compliance to the Fish Inspection Act and regulations"" - as indicated in a December 31, 2014, press release from DFA; as well as a listing of these non-compliances per company.",Fisheries and Aquaculture,5.00,0.00,2015-02-16,all disclosed,1028717,3,
425,ocd-division/country:ca/province:nl,SNL/1/2015,,1,"All briefing notes, prepared in 2014, pertaining to prepaid funerals, payday loans, and residential tenancies.",Service NL,5.00,0.00,2015-02-17,disclosed in part,1121361,8,
393,ocd-division/country:ca/province:nl,SNL/2/2015,,2,"A copy of all print requisitions sent to the Queen's Printer on or after October 15, 2014.",Service NL,5.00,0.00,2015-02-17,disclosed in part,28683183,247,
90,ocd-division/country:ca/province:nl,SNL/3/2015,,3,"Regulatory compliance request for a former Irving bulk fuel oil storage plant located at 319 Water Street, Harbour Grace. ",Service NL,5.00,0.00,2015-02-19,all disclosed,732901,2,
355,ocd-division/country:ca/province:nl,SWSD/1/2015,,1,"Information concerning the five (5) grants made during the past 2 years for seniors' buses: 1) the names, addresses and contact details of the 5 successful proponents; 2) the amount of each initial grant and the amount in any subsequent year either made or to be made; 3) A copy of the complete submission made by each successful proponent, including the pro-forma financial statement; 4) a copy of each semi-annual reports submitted for the operation of each bus grant; 5) a list of programs available for seniors in 2015.","Seniors, Wellness and Social Development",5.00,0.00,2015-02-20,disclosed in part,4104264,61,
527,ocd-division/country:ca/province:nl,TW/1/2015,,1,"An itemized breakdown of expenditures for the 2012-13 fiscal year for all subcategories of the budget line 4.2.06 (construction by ferry vessels). Please include payee, amount, reason for payment, and date.",Transportation and Works,5.00,0.00,2015-02-20,all disclosed,452730,2,
528,ocd-division/country:ca/province:nl,TW/2/2015,,2,"An itemized breakdown of expenditures for the 2013-14 fiscal year for all subcategories of the budget line 4.2.06 (construction by ferry vessels). Please include payee, amount, reason for payment, and date.",Transportation and Works,5.00,0.00,2015-02-20,all disclosed,479379,2,
530,ocd-division/country:ca/province:nl,TW/3/2015,,3,"An itemized breakdown of expenditures for the 2014-15 fiscal year for all subcategories of the budget line 4.2.06 (construction by ferry vessels). Please include payee, amount, reason for payment, and date.",Transportation and Works,5.00,0.00,2015-02-20,all disclosed,415057,2,
39,ocd-division/country:ca/province:nl,MIGA/2/2015,,2,"Information relating to a Crown Lands application for land in Cartwright, NL. ",Municipal and Intergovernmental Affairs,5.00,0.00,2015-02-23,disclosed in part,3459965,31,
440,ocd-division/country:ca/province:nl,SNL/4/2015,,4,All documents pertaining to application 2014-No. 107SJ with the Residential Tenancies Board.,Service NL,5.00,0.00,2015-02-23,disclosed in part,8187821,27,
196,ocd-division/country:ca/province:nl,MIGA/3/2015,,3,"Documents, materials, correspondence, letters, phone calls, or other related communications to/from the department pertaining to rezoning in Portugal Cove-St. Philips, namely Bauline Line and Woodland drive area.",Municipal and Intergovernmental Affairs,5.00,0.00,2015-02-25,all disclosed,15872173,211,
326,ocd-division/country:ca/province:nl,NR/1/2015,,1,"Cell phone records and land line telephone records for Mr. Darryl Hynes from January 29, 2014 to Jun 15, 2014.",Natural Resources,5.00,0.00,2015-02-25,disclosed in part,2669430,80,
,ocd-division/country:ca/province:nl,FA/10/2015,,10,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/11/2015,,11,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/12/2015,,12,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/13/2015,,13,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/14/2015,,14,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/15/2015,,15,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/16/2015,,16,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/17/2015,,17,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/18/2015,,18,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/19/2015,,19,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/20/2015,,20,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/21/2015,,21,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/22/2015,,22,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/23/2015,,23,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/24/2015,,24,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/25/2015,,25,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/26/2015,,26,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/27/2015,,27,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/28/2015,,28,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/29/2015,,29,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/30/2015,,30,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/31/2015,,31,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/32/2015,,32,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/33/2015,,33,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/34/2015,,34,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/35/2015,,35,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/36/2015,,36,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/37/2015,,37,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/38/2015,,38,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/39/2015,,39,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/40/2015,,40,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
,ocd-division/country:ca/province:nl,FA/9/2015,,9,"All records, data and information in electronic, paper or any other format pertaining to any violations or offences by and any charges, orders or penalties issued to or against specific companies under the fish Inspection Act and its associated regulations.",Fisheries and Aquaculture,5.00,0.00,2015-03,nothing disclosed,,3,
136,ocd-division/country:ca/province:nl,FA/2/2015,,2,"The total and detailed costs to produce the document released by government on January 26, 2015, entitled the “Economic Impacts of the Newfoundland and Labrador Aquaculture Industry” – from producing, printing and distribution. Was any of this expense cost-shared with the industry association?",Fisheries and Aquaculture,5.00,0.00,2015-03-02,all disclosed,457671,2,
232,ocd-division/country:ca/province:nl,LAAO/4/2015,,4,"Any and all information with regards to correspondence, of any type, between the LAAO and Chief of the Matimekush-Lac John community, for the periods January 1st – Dec 31, 2007. Information to include, but shall not be limited to, any and all correspondence relating to resource development, and in particular, that of Labrador Iron Mines and/or the New Millennium (Tata) DSO projects.",Labrador and Aboriginal Affairs Office,5.00,0.00,2015-03-03,nothing disclosed,130790,2,
303,ocd-division/country:ca/province:nl,SNL/8/2015,,8,"Looking for a document of some sort which states the (month and year) that any one was aware of a sanitation problem which occurred at Coppermine Brook, York Harbour, NL.",Service NL,5.00,0.00,2015-03-06,disclosed in part,1177323,4,
344,ocd-division/country:ca/province:nl,NR/2/2015,,2,"I am requesting a detailed breakdown of the total costs paid for all Abitibi-related expenses from 2009-10 onward. This information should be broken down by year. For external vendors: please include vendor name, vendor role, date of invoice, amounts of each invoice as well as individual invoice numbers where applicable.",Natural Resources,5.00,0.00,2015-03-09,all disclosed,207811,5,
459,ocd-division/country:ca/province:nl,OPE/5/2015,,5,"All minutes to meetings of the Strategic Partnership Council and its committees (i.e. the Council, the Labour Market Committee, and the Innovation Committee) from January 2014 to present.",Office of Public Engagement,5.00,0.00,2015-03-09,nothing disclosed,584219,2,
52,ocd-division/country:ca/province:nl,HCS/3/2015,,3,Information relating to HealthLine.,Health and Community Services,5.00,0.00,2015-03-10,all disclosed,2348012,15,
