division_id,identifier,position,classification,applicant_type,abstract,decision
ocd-division/country:ca/cd:3530,2004020,20,personal,public,Requester's own personal information regarding support payments to {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2004021,21,general,public,Well water test results for {name removed} home prior to purchase.,all disclosed
ocd-division/country:ca/cd:3530,2004022,22,general,public,Information about requester supplied by {name removed} in relation to support payments.,nothing disclosed
ocd-division/country:ca/cd:3530,2005001,1,general,business,Current monthly cost of janitorial services for each of the 3 divisional Waterloo Regional Police Service offices.,transferred
ocd-division/country:ca/cd:3530,2005002,2,general,public,Client health records requested by Income Support staff.,all disclosed
ocd-division/country:ca/cd:3530,2005003,3,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",disclosed in part
ocd-division/country:ca/cd:3530,2005004,4,general,media,1) Facility Audit; 2) {Company name removed} Consultants report; 3) Finance Department report T2001-128; 4) {company name removed} bus bid for T2002-120; 5) maintenance costs 2001 to 2004 6) Communicated maintenance records 2001 to 2004.,disclosed in part
ocd-division/country:ca/cd:3530,2005005,5,general,business,"Sewer surcharge data for {company name removed} January 1, 1995 to December 31, 2004.",all disclosed
ocd-division/country:ca/cd:3530,2005006,6,personal,public,Employee file and attendance data.,all disclosed
ocd-division/country:ca/cd:3530,2005007,7,general,public,Owner name and address in rabies control investigation file from 2004/4/5.,disclosed in part
ocd-division/country:ca/cd:3530,2005008,8,general,business,"Phase I environmental site assessment {address}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2005009,9,general,business,"All records regarding Hepatitis A outbreak at {location removed}, Waterloo.",disclosed in part
ocd-division/country:ca/cd:3530,2005010,10,general,business,Rabies control investigation file for incident on 2005/5/19 at a condominium involving two unit owners.,disclosed in part
ocd-division/country:ca/cd:3530,2005011,11,general,business,"Successful bid and contract for cleaning services at 150 Frederick Street, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2005012,12,general,public,GPS record of ambulance 2175 involved in a collision with requester on {date removed} at 12:30 pm.,abandoned
ocd-division/country:ca/cd:3530,2005013,13,general,public,Employment information regarding deceased common law spouse {name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2005014,14,personal,public,A copy of Ontario Works client file from {name removed} from post April 2004.,all disclosed
ocd-division/country:ca/cd:3530,2005015,15,general,media,1) sign out sheets for buses based at 250 Strasburg Road; 2) malfunction cards for those buses; 3) daily work sheets for those buses; 4) records showing how often express buses are used on regular routes;  record range from 2005/8/15 to date.,all disclosed
ocd-division/country:ca/cd:3530,2005016,16,,public,Food premise inspections of {location removed} and enteric disease worksheet related to food-borne illness of client.,all disclosed
ocd-division/country:ca/cd:3530,2005017,17,personal,public,"A copy of Ontario Works client file for (name removed) from November 1999 to August 30, 2004.",disclosed in part
ocd-division/country:ca/cd:3530,2005018,18,general,business,"Request for Proposal 2005-24 including technical proposals, prices and evaluations of bids for Grand River Transit transit management system.",abandoned
ocd-division/country:ca/cd:3530,2005019,19,general,business,Technical studies of the Environmental Assessment of CTC referred to in report P-05-101.,all disclosed
ocd-division/country:ca/cd:3530,2005020,20,general,media,List of all chlorinated solvent sites in the Region of Waterloo and specific solvents found at those sites.,nothing disclosed
ocd-division/country:ca/cd:3530,2005021,21,personal,public,Records in Ontario Works client file and Family Support Unit client file for {name removed} that relate to coresidency issue with spouse.,all disclosed
ocd-division/country:ca/cd:3530,2005022,22,,public,Rabies control investigation file regarding dog bite sustained by {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2006001,1,personal,public,"Medical information in Ontario Works client file for {name removed}, circa April 2003.",all disclosed
ocd-division/country:ca/cd:3530,2006002,2,general,business,Site plan review at City of Waterloo regarding affordable housing project at {location removed}.,abandoned
ocd-division/country:ca/cd:3530,2006003,3,personal,public,"Pages 1 and 2 of fax sent April 30, 2003 containing medical assessment by physician.",nothing disclosed
ocd-division/country:ca/cd:3530,2006004,4,general,media,"Resignation letter, records related to the reason for departure, and severance package details for the termination of {name and position removed}.",nothing disclosed
ocd-division/country:ca/cd:3530,2006005,5,general,business,"All records regarding snow clearing on all Regional Roads on February 11, 2003.",disclosed in part
ocd-division/country:ca/cd:3530,2006006,6,general,business,"Radio logs; Operations Centre log; and Patrol diaries for February 4, 2003.",abandoned
ocd-division/country:ca/cd:3530,2006007,7,general,media,Quantity of pesticide used by Region of Waterloo including invoices for contracted application.,all disclosed
ocd-division/country:ca/cd:3530,2006008,8,personal,public,"Rights and responsibilities form dated March 21, 2005, signed by {name removed}, Caseworker.",all disclosed
ocd-division/country:ca/cd:3530,2006009,9,general,business,All Public Health records regarding {company removed} contamination investigation.,abandoned
ocd-division/country:ca/cd:3530,2006010,10,personal,public,A copy of Ontario Works client file for {name removed} from 1990 to date.,abandoned
ocd-division/country:ca/cd:3530,2006011,11,personal,public,Ambulance Call Report for Emergency Medical Services call on 2005/04/08.,abandoned
ocd-division/country:ca/cd:3530,2006012,12,general,public,Signal timing summary for {intersection removed} from 2003/10/27 regarding a motor vehicle accident.,abandoned
ocd-division/country:ca/cd:3530,2006013,13,personal,public,A complete copy of Ontario Works client file {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2006014,14,general,public,"Signal timing and work orders for traffic lights at {intersection removed} between February 1 to June 9, 2006.",all disclosed
ocd-division/country:ca/cd:3530,2006015,15,general,business,Contract between Region of Waterloo and {company name removed} for the maintenance and operation of the Elmira Wastewater Treatment Plant.,all disclosed
ocd-division/country:ca/cd:3530,2006016,16,general,business,Childcare providers and agencies receiving funding from the Region of Waterloo for subsidized spaces and wage subsidies.,abandoned
ocd-division/country:ca/cd:3530,2006017,17,general,public,"Signal light sequence and timing at {intersection removed} on August 7, 2004 from 7 am to 3 pm.",all disclosed
ocd-division/country:ca/cd:3530,2006018,18,general,public,"Records related to construction at {intersection removed} prior to March 12, 2004.",nothing disclosed
ocd-division/country:ca/cd:3530,2006019,19,,public,Rabies control investigation file.,all disclosed
ocd-division/country:ca/cd:3530,2006020,20,general,business,"Phase I environmental site assessments for {addresses removed}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2006021,21,general,media,"Public Health investigation records regarding {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2006022,22,personal,public,A complete copy of Ontario Works client file {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2006023,23,general,media,Health Protection and Promotion Act Orders issued against 5 farmers selling unpasteurized milk.,disclosed in part
ocd-division/country:ca/cd:3530,2007001,1,,public,Public Health investigation file regarding e-coli 0157 outbreak at the requester's home day care.,disclosed in part
ocd-division/country:ca/cd:3530,2007002,2,general,business,"Phase I environmental site assessment for {address removed}, Heidelberg.",abandoned
ocd-division/country:ca/cd:3530,2007003,3,general,public,"Traffic signal sequence and timing at {intersection removed} on June 4, 2004.",all disclosed
ocd-division/country:ca/cd:3530,2007004,4,general,business,Food-borne illness investigation at {company removed}.,all disclosed
ocd-division/country:ca/cd:3530,2007005,5,,public,Public Health investigation records regarding requester's daughter's e. coli 0157 infection at the home child care operated by {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2007006,6,general,public,Health Protection and Promotion Act Orders issued against 5 farmers selling unpasteurized milk.,disclosed in part
ocd-division/country:ca/cd:3530,2007007,7,personal,public,Incident Report involving another individual at {location removed}.,abandoned
ocd-division/country:ca/cd:3530,2007008,8,,public,Rabies control investigation records affecting son; incident on 2007/3/28 at {business removed}; also other records concerning incidents with the dog.,disclosed in part
ocd-division/country:ca/cd:3530,2007009,9,,public,Food borne illness investigation at {location removed} regarding an incident on 2002/5/28.,nothing disclosed
ocd-division/country:ca/cd:3530,2007010,10,general,public,"Work orders related to {locations removed}, Waterloo between 2006/11/17 and 2006/11/27.",transferred
ocd-division/country:ca/cd:3530,2007011,11,general,media,Collision database in electronic form.,disclosed in part
ocd-division/country:ca/cd:3530,2007012,12,,public,Rabies control investigation regarding an incident that took place on 2007/1/21.,disclosed in part
ocd-division/country:ca/cd:3530,2007013,13,general,business,Submissions provided for Request for Proposal P2007-04 for courier services; assessments of bids.,disclosed in part
ocd-division/country:ca/cd:3530,2007014,14,general,business,"Correspondence between Region of Waterloo and {companies removed} regarding Upper Blair Drainage Study and Blair, Bechtel and Bauman Creeks Watershed Plan, between January 1, 2005 and May 31, 2007.",all disclosed
ocd-division/country:ca/cd:3530,2007015,15,general,media,Complaint related to food premise inspection reports for 24 specified restaurants.,disclosed in part
ocd-division/country:ca/cd:3530,2007016,16,personal,public,File 6 (supervisor's file) of Human Resources personal file for {name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2007017,17,personal,public,A complete copy of Ontario Works client file for {name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2007018,18,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2007019,19,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2007020,20,general,business,"Food-borne illness complaint investigation regarding {name removed} at {business removed}, Cambridge.",disclosed in part
ocd-division/country:ca/cd:3530,2007021,21,general,public,Identity of complainant for tree cutting complaint.,all disclosed
ocd-division/country:ca/cd:3530,2007022,22,general,public,Road closure information from Regional Road 86 between Highway 19 and Kitchener-Waterloo.,abandoned
ocd-division/country:ca/cd:3530,2007023,23,general,public,"Rabies control inspection records involving cat; August 29, 2007",disclosed in part
ocd-division/country:ca/cd:3530,2007024,24,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2008001,1,general,business,"Phase I environmental site assessment {address removed}, Waterloo. ",nothing disclosed
ocd-division/country:ca/cd:3530,2008002,2,general,public,Fines against restaurants in Kitchener and Waterloo between 2005/1/1 and 2007/12/31 for violation of smoking restrictions.,disclosed in part
ocd-division/country:ca/cd:3530,2008003,3,personal,public,A complete copy of Ontario Works client file for {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2008004,4,general,public,Total revenue and expenses for Grand River Transit from 1997 to 2007.,all disclosed
ocd-division/country:ca/cd:3530,2008005,5,general,business,"Phase I environmental site assessment {address removed}, Elmira.",abandoned
ocd-division/country:ca/cd:3530,2008006,6,general,public,"Septic system permit records for {addresses removed}, Waterloo for the period of 1980 to 1983.",all disclosed
ocd-division/country:ca/cd:3530,2008007,7,general,public,Bus shelter advertising contracts with independent contractors.,all disclosed
ocd-division/country:ca/cd:3530,2008008,8,general,business,"Transportation Operations records for all roads cleared on November 17 and 18, 2005.",all disclosed
ocd-division/country:ca/cd:3530,2008009,9,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2008010,10,general,business,"Phase I environmental site assessment for {address removed}, North Dumfries Township.",nothing disclosed
ocd-division/country:ca/cd:3530,2008011,11,general,business,Work orders and invoices for two companies: {company names removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2008012,12,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2008013,13,general,public,Authority to fluoridate water outside of Waterloo.,disclosed in part
ocd-division/country:ca/cd:3530,2008014,14,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2008015,15,general,business,"Subdivision file RP1694, Wilmot Township.",all disclosed
ocd-division/country:ca/cd:3530,2008016,16,general,business,Number and type of section 22 orders issued under the Health Protection and Promotion Act from 1998 to date; policies and procedures used in relation to issuing the orders.,disclosed in part
ocd-division/country:ca/cd:3530,2008017,17,,public,Rabies control investigation file. ,disclosed in part
ocd-division/country:ca/cd:3530,2008018,18,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2008019,19,general,public,"Public Health inspection records regarding {address removed}, Waterloo from August 2007 to date.",nothing disclosed
ocd-division/country:ca/cd:3530,2008020,20,general,public,"Details about Region of Waterloo monitoring wells drilled at {address removed} Puslinch Township; ownership of wells, lease agreements and remuneration.",all disclosed
ocd-division/country:ca/cd:3530,2008021,21,personal,public,A complete copy of Ontario Disability Support Program client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2008022,22,personal,public,"Allegations and statements about requester supplied by third parties, including {institutions removed}, former spouse and her lawyer.",nothing disclosed
ocd-division/country:ca/cd:3530,2008023,23,general,public,"Phase I ESA - Environmental Enforcement Services records for 1665 Highland Road West, Kitchener",nothing disclosed
ocd-division/country:ca/cd:3530,2008024,24,general,business,"Work orders and timing for traffic signals at {intersection removed} regarding accident on July 9, 2007.",all disclosed
ocd-division/country:ca/cd:3530,2008025,25,,public,"Emergency Medical Services and Waterloo Regional Police Service response records related to the suicide of {name removed} at {location removed} on October 19, 2007.",all disclosed
ocd-division/country:ca/cd:3530,2008026,26,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2008027,27,general,public,"Ambulance Call Reports related to {address removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2008028,28,general,business,Grand River Transit agreement with {company removed} regarding bench advertising.,all disclosed
ocd-division/country:ca/cd:3530,2008029,29,general,business,"Environmental Enforcement Services incident reports for November 6 and December 19, 2007 regarding hydrogen sulfide emanating from sewer on {location removed}, Kitchener affecting the {facility removed}.",disclosed in part
ocd-division/country:ca/cd:3530,2008030,30,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2009001,1,general,business,"Phase I environmental site assessment for (address removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2009002,2,general,business,Winning bidder's pricing sheet for Request for Proposal P2007-17 and agreement between Region of Waterloo and winning bidder.,disclosed in part
ocd-division/country:ca/cd:3530,2009003,3,general,public,"Ambulance Call Report for {address removed}, Waterloo on July 6, 2007 and any other records, including identities of paramedics on the call.",nothing disclosed
ocd-division/country:ca/cd:3530,2009004,4,general,public,"Public Health inspection records for {location removed}, Kitchener for 2006 to date.",all disclosed
ocd-division/country:ca/cd:3530,2009005,5,personal,public,A copy of Ontario Works client file for (name removed} prior to 1996 and after 2002.,all disclosed
ocd-division/country:ca/cd:3530,2009006,6,general,business,"Phase I environmental site assessment for {address removed}, Waterloo",nothing disclosed
ocd-division/country:ca/cd:3530,2009007,7,,public,"Records regarding cause of death and recalled {company name removed} products at {location removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2009008,8,general,business,"Phase I environmental site assessment for {address removed}, Waterloo",nothing disclosed
ocd-division/country:ca/cd:3530,2009009,9,general,public,Seven items regarding speed detection unit and officer who laid a speeding charge under the Highway Traffic Act against requester.,nothing disclosed
ocd-division/country:ca/cd:3530,2009010,10,general,public,"Signal timing for {location removed}, Kitchener.",all disclosed
ocd-division/country:ca/cd:3530,2009011,11,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2009012,12,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2009013,13,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2009014,14,general,public,Records supporting fluoridation.,disclosed in part
ocd-division/country:ca/cd:3530,2009015,15,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2009016,16,general,public,"Environmental Enforcement Services investigation report for {address removed}, Cambridge, conducted on 2009/4/8.",disclosed in part
ocd-division/country:ca/cd:3530,2009017,17,general,business,"Phase I environmental site assessment for {location removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2009018,18,general,business,"Phase I environmental site assessment for {location removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2009019,19,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2009020,20,general,business,"Phase I environmental site assessment for (location removed), Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2009021,21,general,public,Dog owner's identity contained in rabies control investigation report.,all disclosed
ocd-division/country:ca/cd:3530,2009022,22,general,public,"Request for Proposal P2008-07; cost per unit (per catch basin) for West Nile Virus control program in 2008 or 2009, and percentage of 2009 West Nile Virus control program. allocated to control/treatment",all disclosed
ocd-division/country:ca/cd:3530,2009023,23,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2009024,24,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2009025,25,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2009026,26,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2009027,27,personal,public,A complete copy of Ontario Works client file for (name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2009028,28,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2009029,29,general,business,"Phase I environmental site assessments for {locations removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2009030,30,general,business,"Two spill investigation reports prepared by Environmental Enforcement Services for {address removed}, Kitchener on 2005/3/7 and 2005/3/28.",all disclosed
ocd-division/country:ca/cd:3530,2009031,31,general,public,Additives to water in City of Waterloo and identity of supplier.,all disclosed
ocd-division/country:ca/cd:3530,2009032,32,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2009033,33,general,public,Communications and other records regarding non-operation of fluoridation equipment.,all disclosed
ocd-division/country:ca/cd:3530,2009034,34,general,business,Records related to the draft backflow by-law.,abandoned
ocd-division/country:ca/cd:3530,2009035,35,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2009036,36,general,media,Documents submitted to provincial and federal governments for funding LRT and draft business case for rapid transit funding.,abandoned
ocd-division/country:ca/cd:3530,2009037,37,general,public,Records regarding allegations made to Licensing & Regulatory Services about a salvage yard at {address removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2009038,38,general,business,"All bid prices for bidders regarding Request for Proposal 2009-63, photovoltaic systems for Operations Centre.",abandoned
ocd-division/country:ca/cd:3530,2009039,39,general,business,"Phase I environmental site assessment for {address removed},  Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2010001,1,general,business,"Phase I environmental site assessment for {address removed}, North Dumfries.",nothing disclosed
ocd-division/country:ca/cd:3530,2010002,2,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2010003,3,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2010004,4,general,public,Contract issued to {company name removed} related to tender T2009-169 regarding green bin waste.,all disclosed
ocd-division/country:ca/cd:3530,2010005,5,general,public,"Food product complaint investigation for pumpkin loaf purchased at {company name removed}, Kitchener.",all disclosed
ocd-division/country:ca/cd:3530,2010006,6,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2010007,7,general,business,Winning bid for blueprinting services for 2010.,all disclosed
ocd-division/country:ca/cd:3530,2010008,8,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2010009,9,general,business,"Phase I environmental site assessment {address removed}, Waterloo",nothing disclosed
ocd-division/country:ca/cd:3530,2010010,10,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2010011,11,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2010012,12,general,business,Request for Proposal bid of HSI; correspondence and report regarding bid; correspondence and reports relating to {company name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2010013,13,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2010014,14,,public,"Food-borne Illness investigation regarding e. coli 0157 outbreak at {location removed}, Kitchener on October 27, 2008.",disclosed in part
ocd-division/country:ca/cd:3530,2010015,15,personal,public,Records relating to overpayment in Ontario Works client file for {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2010016,16,general,business,"Phase I environmental site assessment for {address removed}, Elmira.",disclosed in part
ocd-division/country:ca/cd:3530,2010017,17,general,public,Data related to dental caries within the Region of Waterloo over past 10 years and records regarding the rate of caries in Kitchener verses Waterloo.,disclosed in part
ocd-division/country:ca/cd:3530,2010018,18,personal,public,A complete copy of Ontario Works client file for {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2010019,19,personal,public,Records related to overpayment in Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2010020,20,general,business,"Phase I environmental site assessment for {address removed}, Baden.",all disclosed
ocd-division/country:ca/cd:3530,2010021,21,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2010022,22,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2010023,23,general,business,Pricing information for Request for Proposal 2010-044 and 2010-045 for sludge removal and reservoir cleaning.,disclosed in part
ocd-division/country:ca/cd:3530,2010024,24,general,business,"Snow clearing records for Regional Roads that border Perth County for December 5 and 6, 2008.",disclosed in part
ocd-division/country:ca/cd:3530,2010025,25,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",all disclosed
ocd-division/country:ca/cd:3530,2010026,26,general,public,"Public Health inspections of {address removed}, Waterloo.",abandoned
ocd-division/country:ca/cd:3530,2010027,27,general,business,Food premise inspection records for {restaurant removed} on 5 specific dates in 2010.,all disclosed
ocd-division/country:ca/cd:3530,2010028,28,general,business,Class environmental assessment for {address removed} reconstruction and watermain work in 2004 and 2005.,all disclosed
ocd-division/country:ca/cd:3530,2011001,1,general,public,"Information about staffing, benefits and remuneration of Social Services employees; hourly wages and benefits for external agencies and sole proprietors that Region contracts to provide Social Services.",disclosed in part
ocd-division/country:ca/cd:3530,2011002,2,general,public,Request for information about laser speed unit and Ontario Provincial Police officer related to a speeding ticket trial in the Provincial Offences Court.,abandoned
ocd-division/country:ca/cd:3530,2011003,3,general,business,"Phase 1 Environmental site assessment for {address removed}, Kitchener.",all disclosed
ocd-division/country:ca/cd:3530,2011004,4,general,business,"Phase 1 Environmental site assessment for {address removed}, Waterloo.",disclosed in part
ocd-division/country:ca/cd:3530,2011005,5,general,business,"Food premise inspections for {restaurant name removed} from November 24, 2010 to date.",all disclosed
ocd-division/country:ca/cd:3530,2011006,6,general,business,"Phase I environmental site assessment for {address removed}, Petersburg.",disclosed in part
ocd-division/country:ca/cd:3530,2011007,7,general,business,"Phase I environmental site assessment for {address removed}, Cambridge. ",nothing disclosed
ocd-division/country:ca/cd:3530,2011008,8,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",all disclosed
ocd-division/country:ca/cd:3530,2011009,9,general,public,Rabies control investigation file.,all disclosed
ocd-division/country:ca/cd:3530,2011010,10,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2011011,11,general,public,"Receipt provided to Ontario Works client {name removed} for child care between November 14 and December 15, 2010. ",nothing disclosed
ocd-division/country:ca/cd:3530,2011012,12,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2011013,13,general,business,"Records related to sidewalk repairs, inspections, complaints and falls at {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2011014,14,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2011015,15,general,business,"Phase I environmental site assessment for{address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2011016,16,general,business,"Phase I environmental site assessment for {address removed}, North Dumfries.",nothing disclosed
ocd-division/country:ca/cd:3530,2011017,17,general,business,List of companies paying a sewer surcharge for biochemical oxygen demand and the surcharge amount paid for 2010.,all disclosed
ocd-division/country:ca/cd:3530,2011018,18,general,business,"Phase I environmental site assessments for {addresses removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2011019,19,general,business,Winning bid for blueprinting services for 2011.,all disclosed
ocd-division/country:ca/cd:3530,2011020,20,general,business,"Sewer Surcharge Agreement Companies that have violated agreement in 2009, 2010 and 2011 and the non-compliant values.",disclosed in part
ocd-division/country:ca/cd:3530,2011021,21,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2011022,22,general,business,Three environmental reports submitted with a subdivision application by {developer removed}.,all disclosed
ocd-division/country:ca/cd:3530,2011023,23,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",disclosed in part
ocd-division/country:ca/cd:3530,2011024,24,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2011025,25,general,business,"Phase I environmental site assessment {address removed}, Waterloo.",abandoned
ocd-division/country:ca/cd:3530,2011026,26,general,business,"Phase environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2011027,27,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2011028,28,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",all disclosed
ocd-division/country:ca/cd:3530,2011029,29,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2011029,29,general,business,"Phase I environmental site assessment for {address removed}, Ayr.",all disclosed
ocd-division/country:ca/cd:3530,2011030,30,general,business,"Phase I environmental site assessment for{address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2011031,31,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2011032,32,general,business,"Phase I environmental site assessment for {address removed}, Cambridge. ",nothing disclosed
ocd-division/country:ca/cd:3530,2011033,33,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2011034,34,general,business,"Phase I environmental site assessment for {address removed}, Cambridge. ",all disclosed
ocd-division/country:ca/cd:3530,2011035,35,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2011037,37,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",disclosed in part
ocd-division/country:ca/cd:3530,2011038,38,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2011039,39,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2011040,40,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2011041,41,general,business,"Phase I environmental site assessment for {address removed}, Cambridge. ",nothing disclosed
ocd-division/country:ca/cd:3530,2012001,1,general,media,Reports regarding an investigation of a collision between a pedestrian and GRT bus at Homer Watson Boulevard and Block Line Road roundabout {date removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2012002,2,general,media,Value for money analysis prepared by Deloitte for LRT project regarding private operation.,nothing disclosed
ocd-division/country:ca/cd:3530,2012003,3,general,business,"Signage placement and changes to signage at Homer Watson Boulevard and Block Line Road between August and December 15, 2011.",all disclosed
ocd-division/country:ca/cd:3530,2012004,4,,public,Rabies control investigation records regarding a bite by a Waterloo Regional Police Service dog on {date removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2012005,5,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2012006,6,general,public,Information about land holdings related to benefits from LRT routes for Regional Councillors.,abandoned
