division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,EGM-2013-00087,4573034,87,"All documents submitted by the Environmental Assessment Office to the Minister of the Environment and/or to the Minister of Energy, Mines and Natural Gas between August 1, 2012 and October 1, 2012; All documents relating to the denial of Pacific Booker's application for an Environmental Assessment Certificate.",Energy and Mines,business,106.50,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4573034&title=FOI%20Request%20-%20EGM-2013-00087,749286,9,0,0
ocd-division/country:ca/province:bc,EGM-2013-00171,4573734,171,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Energy and Mines,media,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4573734&title=FOI%20Request%20-%20EGM-2013-00171,645387,2,0,0
ocd-division/country:ca/province:bc,FIN-2013-00075,4573927,75,"The application, business case, evaluation, contract and approval letter for the Province BC's contribution to BC Pavilion Corporation, BC Lions and/or Canadian Football League for the hosting rights of the 102nd Grey Cup game and associated events mentioned in the BC Pavilion Corporation service plan and announced on March 8, 2013. Time frame is October 1, 2012 to March 12, 2013.",Finance,media,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4573927&title=FOI%20Request%20-%20FIN-2013-00075,898766,25,0,0
ocd-division/country:ca/province:bc,HTH-2013-00160,4567988,160,"The detailed lists (in a readable Excel format) of individual payments made to SNC-Lavalin (as per the Consolidated Revenue Fund Detailed Schedule of Payments for 2010, 2011 and 2012 fiscal years), including the dollar amounts of the individual payments, the dates, transaction numbers, contract numbers, names/titles of contracts and reasons/details for the payments and include whether the payments were made regarding direct award/no-bid contracts. Date range is April 1, 2009 to June 7, 2013.",Health,media,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4567988&title=FOI%20Request%20-%20HTH-2013-00160,461924,1,0,0
ocd-division/country:ca/province:bc,JAG-2013-01224,4573870,1224,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Justice,media,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4573870&title=FOI%20Request%20-%20JAG-2013-01224,74249,14,0,0
ocd-division/country:ca/province:bc,OOP-2013-00354,4574740,354,"Copies of the two attachments included in the mandate letters dated June 10, 2013 sent by Premier Christy Clark to her new executive council. The attachments are referenced in the mandate letters in the following sentences: I have outlined in a separate letter my requirements for conduct of all members of cabinet and To assist you in the transition to your new role, I ask that you also review the attached document that provides further direction for you as minister",Office of the Premier,media,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4574740&title=FOI%20Request%20-%20OOP-2013-00354,6493111,69,0,0
ocd-division/country:ca/province:bc,OOP-2013-00360,4573936,360,"All records of expenses for travel by Premier Christy Clark and anyone travelling with her for all trips that included stops in or around Kelowna since May 15, 2013 including receipts, bills, invoices, quotes, passenger manifests, emailed arrangements or any other such record.",Office of the Premier,media,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4573936&title=FOI%20Request%20-%20OOP-2013-00360,2196171,6,0,0
ocd-division/country:ca/province:bc,TRA-2013-00150,4573880,150,"The submission and supporting document(s) to Treasury Board prepared by the Ministry (and ICBC) requesting the transfer of ICBC's excess Optional capital to the Basic insurance program for ICBC's 2012 fiscal year, including all briefing notes related to this request. Date range is September 1, 2012 to December 31, 2012.",Transportation and Infrastructure,public,0.00,2013-08-02,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4573880&title=FOI%20Request%20-%20TRA-2013-00150,866090,19,0,0
ocd-division/country:ca/province:bc,GCP-2013-00124,4574894,124,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.","Technology, Innovation and Citizens' Services",media,0.00,2013-08-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4574894&title=FOI%20Request%20-%20GCP-2013-00124,48124,3,0,0
ocd-division/country:ca/province:bc,HOU-2013-00038,4574878,38,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Natural Gas Development,media,0.00,2013-08-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4574878&title=FOI%20Request%20-%20HOU-2013-00038,613583,3,0,0
ocd-division/country:ca/province:bc,HTH-2013-00171,4575040,171,"A copy of the letters of expectation sent to the Health Authorities by the Ministry of Health in 2013 excluding personal information.  Timeframe is March 1, 2013 to [June 18, 2013].",Health,organization,0.00,2013-08-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4575040&title=FOI%20Request%20-%20HTH-2013-00171,2978512,60,0,0
ocd-division/country:ca/province:bc,OOP-2013-00365,4575191,365,Any and all records such as a contract or other agreement outlining the terms of employment for the premier's chief of staff Dan Doyle.,Office of the Premier,media,0.00,2013-08-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4575191&title=FOI%20Request%20-%20OOP-2013-00365,857234,5,0,0
ocd-division/country:ca/province:bc,OOP-2013-00378,4575107,378,"Any attachments that accompanied the mandate letters sent by the Premier to Ministers on June 10, 2013",Office of the Premier,organization,0.00,2013-08-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4575107&title=FOI%20Request%20-%20OOP-2013-00378,6551427,69,0,0
ocd-division/country:ca/province:bc,FNR-2013-00149,4580753,149,"All records for the McCuddy Reservoir Dam from Bruce O'Neill (Senior Dam Safety Engineer), including photos, construction records, notes, inspection reports and any records pertaining to the safety of the dam. Date range is January 1, 1970 to May 6, 2013.","Forests, Lands and Natural Resource Operations",business,252.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4580753&title=FOI%20Request%20-%20FNR-2013-00149,38258265,262,0,0
ocd-division/country:ca/province:bc,FNR-2013-00217,4577618,217,"Copies of applications made between 2012 and 2013 for any amendments and or changes to the water licence Number C064466 including any communications, discussions, notes between regulating jurisdictions relating to changes or additions to purpose use code, water usage, actual water usage, water usage restrictions, quantity, ownership (licensee), source of water.","Forests, Lands and Natural Resource Operations",public,0.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4577618&title=FOI%20Request%20-%20FNR-2013-00217,12482564,77,0,0
ocd-division/country:ca/province:bc,HTH-2013-00156,4577590,156,"All contracts between Pace Group and core government ministries and Crown corporations for all services rendered including communications. Time frame is June 1, 2008 to May 1, 2013.",Health,public,0.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4577590&title=FOI%20Request%20-%20HTH-2013-00156,1821930,32,0,0
ocd-division/country:ca/province:bc,HTH-2013-00176,4577530,176,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Health,media,0.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4577530&title=FOI%20Request%20-%20HTH-2013-00176,41067,5,0,0
ocd-division/country:ca/province:bc,OCC-2013-00014,4577386,14,Updates to the BC Coroners Service Investigation Policy Manual made since the final release of records  in response to FOI request OCC-2009-00006.,Justice,public,0.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4577386&title=FOI%20Request%20-%20OCC-2013-00014,8968672,102,0,0
ocd-division/country:ca/province:bc,OOP-2013-00344,4574093,344,"The briefing book and transition information prepared for and/or provided to new ministers and all members of executive council as sworn-in June 10, 2013. Time frame is June 7, 2013 to June 10, 2013.",Office of the Premier,media,0.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4574093&title=FOI%20Request%20-%20OOP-2013-00344,7842522,161,0,0
ocd-division/country:ca/province:bc,OOP-2013-00357,4577475,357,"Any and all records related to the hiring of Michele Cadario as well as other staff changes involving Kim Haakstad, Jennifer Chalmers, Dave Ritchie, Laura Tennant, Gabe Garfinkel and Jordan McPhee and their related positions; Emails including any and all on personal email addresses, pin to pin messages, BBM messages, letters, memos, information bulletins, org charts, job descriptions, payouts, termination and severance.  Timeframe is March 1 to June 12, 2013.",Office of the Premier,organization,0.00,2013-08-07,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4577475&title=FOI%20Request%20-%20OOP-2013-00357,2327943,20,0,0
ocd-division/country:ca/province:bc,EDU-2013-00074,4580760,74,"Any and all correspondence between Education Ministry staff and the Greater Victoria School District regarding the issue of tendering, tendering language and/or contracts including emails, blackberry pin messages, text messages, ministerial briefing and information notes, and letters. Some records may also be correspondence between Education Ministry staff, and not the school district, related to the district's tendering, tendering language and/or contracts.   Timeline is May 1, 2013 to [June 18, 2013].",Education,media,0.00,2013-08-08,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4580760&title=FOI%20Request%20-%20EDU-2013-00074,1812485,16,0,0
ocd-division/country:ca/province:bc,GCP-2013-00127,4580773,127,"All documents, including notes, emails, texts, and briefing notes, dated from April 10 to May 13, regarding the handling of media requests during the election period, including responses to media outlets that mention the election and restrictions on communications or information that can be made available.","Technology, Innovation and Citizens' Services",media,0.00,2013-08-08,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4580773&title=FOI%20Request%20-%20GCP-2013-00127,2619592,76,0,0
ocd-division/country:ca/province:bc,MSD-2013-00580,4580886,580,"Any and all briefing materials related to Integrated Case Management that has been prepared in anticipation of a new government.  The timeframe is April 1, 2013 to [June 4, 2013].",Social Development and Social Innovation,organization,0.00,2013-08-08,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4580886&title=FOI%20Request%20-%20MSD-2013-00580,593990,6,0,0
ocd-division/country:ca/province:bc,OOP-2013-00359,4574745,359,"All records related to the change of titles for staff in ministers' offices the new Chief of Staff designation and associated increases in salaries/addition of extra pay steps as per OIC 2013-230 as well as the subsequent revision to the pay scale in OIC 2013-239; Any related correspondence received from MLAs and/or others; Any or all background explanations and/or analysis presented to the Executive Council or any of its committees for its consideration in making these decisions; Any factual material, appraisals and/or final reports related to same.  Timeframe is May 15 to June 12, 2013.",Office of the Premier,organization,0.00,2013-08-08,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4574745&title=FOI%20Request%20-%20OOP-2013-00359,4295957,144,0,0
ocd-division/country:ca/province:bc,TRA-2013-00214,4580906,214,"Right of Way Access Permits for 2330 Hwy #3a (Lot A, Plan NEP 70149, DL4311) and 2340 Hwy #3a (NEP 70623, DL 4311) to encroach on the public access to the beach located between these two properties at 5 mile, North Shore, Nelson, BC and related map depicting the boundary of the right of way. Date range is July 18, 2003 to July 19, 2013.",Transportation and Infrastructure,public,0.00,2013-08-08,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4580906&title=FOI%20Request%20-%20TRA-2013-00214,2021361,6,0,0
ocd-division/country:ca/province:bc,AED-2013-00075,4580996,75,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Advanced Education,media,0.00,2013-08-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4580996&title=FOI%20Request%20-%20AED-2013-00075,502941,1,0,0
ocd-division/country:ca/province:bc,JTI-2013-00040,4584226,40,"All correspondence between the Provincial Ministry formerly titled the BC Ministry of Advanced Education and Labour Market Development ('ALMD') and Chris Thomas of TDL Group Inc. or Tim Hortons Inc. between 2005-2009, excluding individual PNP applications; All correspondence involving and regarding Tim Hortons Inc., TDL Group and the Canada-Mexico Partnership on Labour Mobility and the Canada-BC Immigration Agreement between 2005-2009; All other correspondence and records related to Tim Hortons Inc., TDL Group and the Temporary Foreign Worker program between 2005- [February 26, 2013]; As an alternate to including individual PNP applications within the scope of this request referenced in item 1 above, the ministry may provide an aggregate number of PNP applications involving Tim Hortons, TDL or Chris Thomas; the number of PNPs granted, and the country of origin of the applicants.","Jobs, Tourism and Skills Training",organization,0.00,2013-08-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4584226&title=FOI%20Request%20-%20JTI-2013-00040,22325054,257,0,0
ocd-division/country:ca/province:bc,NGD-2013-00005,4584209,5,The most detailed table of contents of the new Minister's briefing book.,Natural Gas Development,media,0.00,2013-08-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4584209&title=FOI%20Request%20-%20NGD-2013-00005,471178,1,0,0
ocd-division/country:ca/province:bc,TRA-2013-00183,4581067,183,"Regarding Garden City Cabs PT Licence 71373: Information about any and all violation tickets and/or Notice of Order and/or Impound of Vehicle and/or any other information related to improper operation during the period January 1, 2011 to June 9, 2013.",Transportation and Infrastructure,business,0.00,2013-08-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4581067&title=FOI%20Request%20-%20TRA-2013-00183,59067985,236,0,0
ocd-division/country:ca/province:bc,FIN-2013-00159,4589031,159,"An electronic list of all contracts (including gaming) over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Finance,media,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4589031&title=FOI%20Request%20-%20FIN-2013-00159,512578,2,0,0
ocd-division/country:ca/province:bc,FNR-2013-00216,4584265,216,"A copy of the support letter from Hesquiaht First Nation and support letter from Ahousaht First Nation submitted as part of Ma-Mook Natural Resources/Iisaak Forest Resources May 7, 2013 application for Cut Permit 226, TFL 54, Hesquiat area of Clayoquot Sound on Vancouver Island (South Island Forest District","Forests, Lands and Natural Resource Operations",organization,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4584265&title=FOI%20Request%20-%20FNR-2013-00216,1087581,3,0,0
ocd-division/country:ca/province:bc,FNR-2013-00219,4589908,219,Regarding FOI request FNR-2013-00098: All information redacted from the response package that was deemed not responsive.,"Forests, Lands and Natural Resource Operations",media,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4589908&title=FOI%20Request%20-%20FNR-2013-00219,658248,7,0,0
ocd-division/country:ca/province:bc,HOU-2013-00034,4589984,34,"Copies of all decisions related to Residential Tenancy Branch arbitration hearings file numbers 795638; 796521; 796965; 806138; 806139; 249344; 249375; 805240; 800374; 800833; 805554; 801204.  Date range is January 1, 2011 to June 5, 2013.",Natural Gas Development,public,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4589984&title=FOI%20Request%20-%20HOU-2013-00034,2905918,74,0,0
ocd-division/country:ca/province:bc,JAG-2013-01395,4586258,1395,Current up-to-date copy of all certified towing compounds within the Vancouver Island area.,Justice,business,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4586258&title=FOI%20Request%20-%20JAG-2013-01395,465811,2,0,0
ocd-division/country:ca/province:bc,MOE-2013-00156,4586241,156,"All records, communication, and meeting minutes regarding Wildlife Allocation Policy negotiations between Ministry of Environment and the Ministry of Forests, Lands, and Natural Resource Operations and Guide Outfitters Association of BC and the BC Wildlife Federation.  Date range is January 1, 2007 to [June 11, 2013]",Environment,business,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4586241&title=FOI%20Request%20-%20MOE-2013-00156,1736300,15,0,0
ocd-division/country:ca/province:bc,MOE-2013-00167,4588937,167,"An electronic list of all contracts over ten thousand dollars from March 15, 2013 to [June 14, 2013] including the dollar value, start and completion date and purpose of each contract.",Environment,media,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4588937&title=FOI%20Request%20-%20MOE-2013-00167,61688,3,0,0
ocd-division/country:ca/province:bc,MOE-2013-00172,4586251,172,"Any and all records concerning the:  Colliery Dam(s), Colliery Dam(s) Park, Colliery Dam(s) Park Preservation Society, Colliery Dam(s) Preservation Society.  Date range is January 1, 2010 to June 21, 2013.",Environment,business,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4586251&title=FOI%20Request%20-%20MOE-2013-00172,659725,3,0,0
ocd-division/country:ca/province:bc,OOP-2013-00316,4584323,316,"A copy of the Fraser Valley Initiative; A copy of terms of reference, contracts, any correspondence, and end result report relating to this initiative.  Date range is April 1, 1989 to May 1, 1995. Date range for the Correspondence Branch is April 1, 1989 to October 31, 1991.",Office of the Premier,public,0.00,2013-08-12,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4584323&title=FOI%20Request%20-%20OOP-2013-00316,6519810,201,0,0
ocd-division/country:ca/province:bc,CFD-2013-01009,4589994,1009,"The documents reviewed by the Ministry relating to the spring 2013 announced intention to redesign the Children's and Women's Hospital Child Psychiatry Inpatient Unit; Any documents received by the Ministry regarding costs or savings associated with the change to care delivery; Any documents received by the Ministry regarding anticipated improvements or benefits to the delivery of the programs involved.  Date range is January 1, 2013 to June 25, 2013.",Children and Family Development,organization,0.00,2013-08-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4589994&title=FOI%20Request%20-%20CFD-2013-01009,37220,2,0,0
ocd-division/country:ca/province:bc,CFD-2013-01101,4590004,1101,"The names of any and all individuals and organizations who have been given a tour of the Youth Custody Centre in Victoria and/or attended a briefing at the centre about its programs.  Date range July 10, 2008 to July 10, 2013.",Children and Family Development,media,0.00,2013-08-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4590004&title=FOI%20Request%20-%20CFD-2013-01101,2255269,21,0,0
ocd-division/country:ca/province:bc,JAG-2013-01372,4592004,1372,"Any and all contracts including service agreements or service contracts that have been directly awarded by the ministry, including records of the ministry's rationale for direct awarding.  Alternately, a summary document which contains the name of the contractor, dollar amount of the contract, short description of services provided, and the ministry's rationale for direct awarding.  Time frame is June 1, 2013 to June 30, 2013.",Justice,organization,0.00,2013-08-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4592004&title=FOI%20Request%20-%20JAG-2013-01372,450477,1,0,0
ocd-division/country:ca/province:bc,TRA-2013-00177,4584230,177,"The detailed lists (in a readable Excel format) of individual payments made to SNC-Lavalin (as per the Consolidated Revenue Fund Detailed Schedule of Payments for 2010, 2011 and 2012 fiscal years), including the dollar amounts of the individual payments, the dates, transaction numbers, contract numbers, names/titles of contracts and reasons/details for the payments and include whether the payments were made regarding direct award/no-bid contracts. Date range is April 1, 2009 to June 7, 2013.",Transportation and Infrastructure,media,0.00,2013-08-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4584230&title=FOI%20Request%20-%20TRA-2013-00177,513120,7,0,0
ocd-division/country:ca/province:bc,AED-2013-00067,4584218,67,"All contracts between Pace Group and core government ministries and Crown corporations for all services rendered including communications. Time frame is June 1, 2008 to May 1, 2013.",Advanced Education,public,0.00,2013-08-14,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4584218&title=FOI%20Request%20-%20AED-2013-00067,1560148,38,0,0
ocd-division/country:ca/province:bc,FIN-2013-00141,4588900,141,"Data from the Gaming Policy and Enforcement Branch regarding all incidents of violation of Section 89 of the Gaming Control Act Prohibition - unauthorized gaming by minors including dates, times, names and locations of companies and workers found in violation, and the fines, sanctions, and penalties assessed; The Gaming Information and Services Occurrence Search forms with the results of keyword searches for false ID, underage, selling, minor, youth, impersonation, project 19, child, and unattended.  Date range is November 30, 2011 to June 10, 2013",Finance,media,0.00,2013-08-14,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4588900&title=FOI%20Request%20-%20FIN-2013-00141,28703,2,0,0
ocd-division/country:ca/province:bc,HTH-2013-00033,4590074,33,"Information in relation to the Canada Community Health Survey (CCHS) conducted by Stats Canada.  Specifically:  What information was collected through the survey and the purpose for which the Ministry used that information;  Any agreements and/or policy governing the collection, use and disclosure of the data generated from the CCHS survey;   What information was disclosed without authorization, who the information was disclosed to, and how that occurred. (not specific details, just the kind of information disclosed);   Any agreements, policies or directives regarding data linking of the CCHS data with other information in the custody of the Ministry;  Designation of the CCHS data (pursuant to E-health Act or FOIPPA).",Health,business,285.00,2013-08-14,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4590074&title=FOI%20Request%20-%20HTH-2013-00033,25899197,526,0,0
ocd-division/country:ca/province:bc,MOE-2013-00140,4588903,140,"A summary document showing the Cliff number, date, and title/issue of all briefing notes, issues notes and advice to Minister that were prepared between January 1, 2013 and May 30, 2013.",Environment,media,0.00,2013-08-14,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4588903&title=FOI%20Request%20-%20MOE-2013-00140,892557,5,0,0
ocd-division/country:ca/province:bc,EGM-2013-00173,4595659,173,"A list of companies and individuals with Reclamation Deposits of less than $2,000.00 in response to NOW's submitted to the South Central Region Office and held in trust by the BC government between January 1, 2009 and December 31, 2010.",Energy and Mines,public,0.00,2013-08-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595659&title=FOI%20Request%20-%20EGM-2013-00173,501212,3,0,0
ocd-division/country:ca/province:bc,EGM-2013-00176,4595307,176,"Mine #1610395 - DeBench Pit Missions Ridge Aggregates occupational silica and noise monitoring report, June 26, 2012, conducted by Haley Kuppers.",Energy and Mines,public,0.00,2013-08-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595307&title=FOI%20Request%20-%20EGM-2013-00176,6342359,21,0,0
ocd-division/country:ca/province:bc,FNR-2013-00108,4595521,108,"Regarding Wood Lot #305: Status of Cut Control, status of silviculture obligation, history of compliance & enforcement, status of Forest Management Plan (AAC) and status of Operational Plan.","Forests, Lands and Natural Resource Operations",government,150.00,2013-08-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595521&title=FOI%20Request%20-%20FNR-2013-00108,11074713,70,0,0
ocd-division/country:ca/province:bc,HOU-2013-00040,4595254,40,"A list of all Residential Tenancy Branch file numbers for arbitrations that were active between January 1, 2012 and December 31, 2012 and involving the public body landlord Metro Vancouver Housing Corporation where the MVHC was either Applicant or Respondent.",Natural Gas Development,public,0.00,2013-08-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595254&title=FOI%20Request%20-%20HOU-2013-00040,558849,1,0,0
ocd-division/country:ca/province:bc,MOE-2013-00165,4595263,165,"Provide electronic Dangerous Goods Incident Reports (DGIR) records as entered regionally for the period of July 2010 through December 2012. Include date, reported material, cause, environment impacted, sector, location or nearest community that was reported through to the PEP Emergency Coordination Center. Exclude personal information.",Environment,media,0.00,2013-08-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595263&title=FOI%20Request%20-%20MOE-2013-00165,517750,0,8187,0
ocd-division/country:ca/province:bc,MOE-2013-00179,4595332,179,"Relating to the CCS Northern Rockies Landfill PR- 16078 and the Silverberry Secure Landfill PR-17150:  The annual landfill reports on the total tonnage of waste accepted at the landfill for the 2012 calendar year, specifically the total tonnage of wasted accepted at the landfill in this year.",Environment,business,0.00,2013-08-15,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595332&title=FOI%20Request%20-%20MOE-2013-00179,514611,2,0,0
ocd-division/country:ca/province:bc,AED-2013-00070,4595572,70,"A copy of any correspondence with Navitas or with Fraser International College received by or sent from the Ministry, Minister's or Deputy Minister's office; Any internal correspondence, letters, emails and briefing notes referring to Navitas or to Fraser International College.  Timeframe is January 1, 2012 to June 7, 2013.",Advanced Education,organization,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595572&title=FOI%20Request%20-%20AED-2013-00070,5452384,189,0,0
ocd-division/country:ca/province:bc,EGM-2013-00080,4598808,80,"The application, business case, evaluation, contract and approval letter for the Province BC's contribution to BC Pavilion Corporation, BC Lions and/or Canadian Football League for the hosting rights of the 102nd Grey Cup game and associated events mentioned in the BC Pavilion Corporation service plan and announced on March 8, 2013. Time frame is October 1, 2012 to March 12, 2013.",Energy and Mines,media,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4598808&title=FOI%20Request%20-%20EGM-2013-00080,998553,8,0,0
ocd-division/country:ca/province:bc,EGM-2013-00113,4595636,113,"Any and all records regarding the processing and handling of EGM-2013-00080.  Date range is March 8, 2013 to [April 19, 2013].",Energy and Mines,media,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595636&title=FOI%20Request%20-%20EGM-2013-00113,8499135,104,0,0
ocd-division/country:ca/province:bc,FIN-2013-00154,4598708,154,"The most detailed table of contents of the new Minister's briefing book, and all portions that deal with the BC Lottery Corporation and gaming in B.C",Finance,media,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4598708&title=FOI%20Request%20-%20FIN-2013-00154,501993,1,0,0
ocd-division/country:ca/province:bc,HTH-2013-00084,4595683,84,"The Memorandum of Understanding between UBC and the Ministry of Health that relates to post-graduate training of medical residents; and The funding letter. Any policy papers, directives, and any other documentation created in the last 5 years that documents considerations and concerns relating to creating more residency positions in BC at this time or in the future.  Documents that set out the number of residency positions currently filled by residents who have had their positions purchased on their behalf referring to VISA residents.",Health,public,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595683&title=FOI%20Request%20-%20HTH-2013-00084,2907269,50,0,0
ocd-division/country:ca/province:bc,HTH-2013-00122,4595531,122,"All materials pertaining to the Drug Benefit Council's review of Pharmacare Special Authority for Humatrope (or other somatropin) therapy in adults with growth hormone deficiency.  Date range is April 1, 2010 to October 31, 2010.",Health,public,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4595531&title=FOI%20Request%20-%20HTH-2013-00122,1833591,57,0,0
ocd-division/country:ca/province:bc,JAG-2013-01273,4598812,1273,The total number of Immediate Roadside Prohibitions rendered in the month of June 2013; Copies of all IRP decisions rendered in the month of June 2013 in which the prohibition was overturned.,Justice,business,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4598812&title=FOI%20Request%20-%20JAG-2013-01273,514103,137,0,0
ocd-division/country:ca/province:bc,JAG-2013-01344,4598823,1344,"A fire report and any applicable photographs for a fire which occurred on May 6, 2013 at the Pass Motor Inn, 2307 Skaha Lake Road, Penticton BC.",Justice,business,0.00,2013-08-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:4598823&title=FOI%20Request%20-%20JAG-2013-01344,973433,3,0,0
