division_id,identifier,position,abstract,classification,date_accepted,date
ocd-division/country:ca/csd:4811061,2013-0119,119,Property records,general,2013-04-26,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0145,145,Fire investigation report,general,2013-05-29,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0147,147,Patient Care Report ,general,2013-05-31,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0153,153,Patient Care Report,general,2013-06-07,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0221,221,Review of 2012-G-0270 ,,2013-08-16,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0222,222,Review of 2012-G-0271 ,,2013-08-16,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0223,223,Review of 2012-G-0272,,,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0224,224,Review of 2012-G-0274,,2013-08-16,2013-06-19
ocd-division/country:ca/csd:4811061,2013-0073,73,Rossdale Fire Station 21,general,2013-03-04,2013-06-20
ocd-division/country:ca/csd:4811061,2013-0157,157,Fire investigation report,general,2013-06-13,2013-06-20
ocd-division/country:ca/csd:4811061,2013-0110,110,"Cost of moving to gmail, the projected cost and the actual costs",general,2013-04-17,2013-06-21
ocd-division/country:ca/csd:4811061,2013-0134,134,Employee investigation records,general,2013-05-15,2013-06-21
ocd-division/country:ca/csd:4811061,2013-0163,163,Video from Stadium LRT parking lot camera,general,2013-06-20,2013-06-21
ocd-division/country:ca/csd:4811061,2013-0095,95,Escort license,general,2013-04-03,2013-06-24
ocd-division/country:ca/csd:4811061,2013-0154,154,Counselling records,general,2013-06-07,2013-06-24
ocd-division/country:ca/csd:4811061,2013-0164,164,Accident report,general,2013-06-24,2013-06-24
ocd-division/country:ca/csd:4811061,2013-0151,151,Business License file,general,2013-06-05,2013-06-25
ocd-division/country:ca/csd:4811061,2013-0142,142,Property records,general,2013-05-24,2013-06-27
ocd-division/country:ca/csd:4811061,2013-0149,149,Employee file,general,2013-05-28,2013-06-27
ocd-division/country:ca/csd:4811061,2013-0146,146,Geotechnical reports,general,2013-05-31,2013-06-30
ocd-division/country:ca/csd:4811061,2013-0158,158,Property records,general,2013-06-13,2013-07-02
ocd-division/country:ca/csd:4811061,2013-0141,141,Accident report,general,2013-05-31,2013-07-04
ocd-division/country:ca/csd:4811061,2013-0155,155,"Contract documents for food providers on Commonwealth Stadium premises, Clarke Field Stadium and Commonwealth Recreation Centre ",general,2013-06-10,2013-07-05
ocd-division/country:ca/csd:4811061,2013-0160,160,Google contract,general,2013-06-10,2013-07-05
ocd-division/country:ca/csd:4811061,2013-0176,176,Drainage and waste records,general,2013-07-04,2013-07-06
ocd-division/country:ca/csd:4811061,2013-0166,166,Fire investigation report,general,2013-06-25,2013-07-10
ocd-division/country:ca/csd:4811061,2013-0156,156,Patient Care Report,general,2013-06-13,2013-07-11
ocd-division/country:ca/csd:4811061,2013-0161,161,Fire investigation report,general,2013-06-19,2013-07-11
ocd-division/country:ca/csd:4811061,2013-0175,175,Fire investigation report,general,2013-07-04,2013-07-11
ocd-division/country:ca/csd:4811061,2013-0179,179,Patient Care Report,general,2013-07-05,2013-07-11
ocd-division/country:ca/csd:4811061,2013-0170,170,Fire investigation report,general,2013-06-28,2013-07-15
ocd-division/country:ca/csd:4811061,2013-0168,168,Patient Care Report,general,2013-06-26,2013-07-16
ocd-division/country:ca/csd:4811061,2013-0188,188,Cell phone records,general,2013-07-12,2013-07-17
ocd-division/country:ca/csd:4811061,2013-0129,129,Emails between employee and a company,general,2013-05-09,2013-07-19
ocd-division/country:ca/csd:4811061,2013-0171,171,Property records,general,2013-07-03,2013-07-22
ocd-division/country:ca/csd:4811061,2013-0180,180,Fire investigation report,general,2013-07-08,2013-07-22
ocd-division/country:ca/csd:4811061,2013-0183,183,Patient Care Report,general,2013-07-09,2013-07-22
ocd-division/country:ca/csd:4811061,2013-0184,184,911 call records,general,2013-07-09,2013-07-22
ocd-division/country:ca/csd:4811061,2013-0185,185,Fire investigation report,general,2013-07-09,2013-07-23
ocd-division/country:ca/csd:4811061,2013-0143,143,Southeast to West LRT P3 Business Case,general,2013-05-27,2013-07-25
ocd-division/country:ca/csd:4811061,2013-0167,167,Development plans,general,2013-06-25,2013-07-25
ocd-division/country:ca/csd:4811061,2013-0174,174,Fire investigation report,general,2013-07-04,2013-07-25
ocd-division/country:ca/csd:4811061,2013-0187,187,Financial relief for Whitemud Road houses,,2013-07-12,2013-07-26
ocd-division/country:ca/csd:4811061,2013-0197,197,Closure of City Centre Airport,,2013-07-18,2013-07-26
ocd-division/country:ca/csd:4811061,2013-0195,195,Property records,general,2013-07-17,2013-07-29
ocd-division/country:ca/csd:4811061,2013-0198,198,Bylaw complaints,general,2013-07-22,2013-07-29
ocd-division/country:ca/csd:4811061,2013-0203,203,Patient Care Report,general,2013-07-26,2013-07-29
ocd-division/country:ca/csd:4811061,2013-0173,173,Fire investigation report,general,2013-07-03,2013-07-30
ocd-division/country:ca/csd:4811061,2013-0201,201,Fire investigation report,general,2013-07-24,2013-07-30
ocd-division/country:ca/csd:4811061,2013-0172,172,Patient Care Report,general,2013-07-03,2013-07-31
ocd-division/country:ca/csd:4811061,2013-0178,178,Property records,general,2013-07-05,2013-08-01
ocd-division/country:ca/csd:4811061,2013-0189,189,Valley Zoo report,general,2013-07-12,2013-08-01
ocd-division/country:ca/csd:4811061,2013-0177,177,Fire investigation report,general,2013-07-04,2013-08-05
ocd-division/country:ca/csd:4811061,2013-0186,186,Employee File,general,2013-07-12,2013-08-06
ocd-division/country:ca/csd:4811061,2013-0202,202,Bylaw tickets,general,2013-07-25,2013-08-06
ocd-division/country:ca/csd:4811061,2013-0205,205,Patient Care Report,general,2013-07-31,2013-08-06
ocd-division/country:ca/csd:4811061,2013-0182,182,Arena Consultants,general,2013-07-04,2013-08-07
ocd-division/country:ca/csd:4811061,2013-0150,150,Employee file,personal,2013-06-05,2013-08-09
ocd-division/country:ca/csd:4811061,2013-0165,165,Request for Proposal records re: SmartBus,general,2013-06-25,2013-08-12
ocd-division/country:ca/csd:4811061,2013-0208,208,Bylaw/dog complaints,general,,2013-08-12
ocd-division/country:ca/csd:4811061,2013-0200,200,Employee & Disability files,general,2013-07-15,2013-08-13
ocd-division/country:ca/csd:4811061,2013-0209,209,McKernan Belgravia LRT camera footage,general,2013-08-02,2013-08-13
ocd-division/country:ca/csd:4811061,2013-0212,212,Emergency Services report,general,2013-08-09,2013-08-13
ocd-division/country:ca/csd:4811061,2012-0009-007,9,Records related to elephant,general,2013-07-17,2013-08-15
ocd-division/country:ca/csd:4811061,2013-0218,218,Business contact information ,general,2013-08-14,2013-08-16
ocd-division/country:ca/csd:4811061,2013-0181,181,review of 2012-G-0270; 2012-G-0271; 2012-G-0272; 2012-G-0274,,2013-07-09,2013-08-19
ocd-division/country:ca/csd:4811061,2013-0190,190,Maintenance records,general,2013-07-16,2013-08-19
ocd-division/country:ca/csd:4811061,2013-0199,199,Sewer backup,general,2013-07-22,2013-08-19
ocd-division/country:ca/csd:4811061,2013-0217,217,Current planning file,general,2013-08-14,2013-08-19
ocd-division/country:ca/csd:4811061,2013-0220,220,Fire report,general,,2013-08-20
ocd-division/country:ca/csd:4811061,2013-0196,196,Employee file,general,2013-07-18,2013-08-23
ocd-division/country:ca/csd:4811061,2013-0162,162,"Review of 2013-G-0073 &
2012-G-0328 ",,2013-06-20,2013-08-26
ocd-division/country:ca/csd:4811061,2013-0204,204,Animal Control Report ,general,2013-07-31,2013-08-26
ocd-division/country:ca/csd:4811061,2013-0210,210,Zoo financial records ,general,,2013-08-26
ocd-division/country:ca/csd:4811061,2013-0206,206,Bylaw complaints,general,2013-07-31,2013-08-28
ocd-division/country:ca/csd:4811061,2013-0230,230,Dog seizure,general,2013-08-18,2013-08-28
ocd-division/country:ca/csd:4811061,2013-0227,227,Fire investigation report,general,2013-08-22,2013-09-03
ocd-division/country:ca/csd:4811061,2013-0232,232,Environmental records,general,2013-08-27,2013-09-03
ocd-division/country:ca/csd:4811061,2013-0233,233,Environmental records,general,2013-08-27,2013-09-03
ocd-division/country:ca/csd:4811061,2013-0234,234,Environmental records,general,2013-08-27,2013-09-03
ocd-division/country:ca/csd:4811061,2013-0122,122,Land value and environmental clean up costs,general,2013-05-01,2013-09-05
ocd-division/country:ca/csd:4811061,2013-0191,191,Scheduling information of City employee,general,2013-07-17,2013-09-06
ocd-division/country:ca/csd:4811061,2013-0192,192,Messaging information of City employee,general,2013-07-17,2013-09-06
ocd-division/country:ca/csd:4811061,2013-0193,193,Scheduling information of City employee,general,2013-07-17,2013-09-06
ocd-division/country:ca/csd:4811061,2013-0194,194,Messaging information of City employee,general,2013-07-17,2013-09-06
ocd-division/country:ca/csd:4811061,2013-0219,219,Business license file,general,2013-08-15,2013-09-06
ocd-division/country:ca/csd:4811061,2013-0229,229,Fire investigation report,general,2013-08-22,2013-09-06
ocd-division/country:ca/csd:4811061,2013-0238,238,Fire investigation report,general,2013-08-28,2013-09-09
ocd-division/country:ca/csd:4811061,2013-0169,169,Fire investigation report,general,2013-06-27,2013-09-10
ocd-division/country:ca/csd:4811061,2013-0216,216,Lot grading,general,2013-08-14,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0228,228,Discipline records,general,2013-08-22,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0237,237,Building permits ,general,2013-08-28,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0242,242,Fire investigation report,general,2013-09-04,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0243,243,Fire investigation report,general,2013-09-04,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0244,244,Fire investigation report,general,2013-09-04,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0245,245,File Investigation,general,2013-09-04,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0251,251,Fire investigation report,general,2013-09-08,2013-09-12
ocd-division/country:ca/csd:4811061,2013-0257,257,Bus video,general,2013-09-17,2013-09-18
ocd-division/country:ca/csd:4811061,2013-0248,248,Employee file,personal,2013-09-06,2013-09-20
ocd-division/country:ca/csd:4811061,2013-0255,255,Patient Care Report,general,2013-09-17,2013-09-20
ocd-division/country:ca/csd:4811061,2012-0391,391,Review of 2012-G-0293 ,,2012-12-20,2013-09-23
ocd-division/country:ca/csd:4811061,2013-0213,213,Employee file,general,2013-08-26,2013-09-25
ocd-division/country:ca/csd:4811061,2013-0239,239,Employee file ,general,2013-08-30,2013-09-30
ocd-division/country:ca/csd:4811061,2012-0063-006,63,All records regarding apartment building,general,2013-10-01,2013-10-01
ocd-division/country:ca/csd:4811061,2013-0240,240,Bylaw complaints,general,2013-08-30,2013-10-01
ocd-division/country:ca/csd:4811061,2013-0246,246,Management consultant reports,general,2013-09-05,2013-10-01
ocd-division/country:ca/csd:4811061,2013-0259,259,Counselling records,personal,2013-09-20,2013-10-01
ocd-division/country:ca/csd:4811061,2013-0260,260,Patient Care Report,general,2013-09-03,2013-10-02
ocd-division/country:ca/csd:4811061,2013-0264,264,Video footage,general,2013-10-02,2013-10-02
ocd-division/country:ca/csd:4811061,2013-0250,250,Dog bite report,general,2013-09-09,2013-10-03
ocd-division/country:ca/csd:4811061,2013-0256,256,Behavioural Assessment & Rehabilitation for K9s,general,2013-09-04,2013-10-04
ocd-division/country:ca/csd:4811061,2013-0261,261,Fine records,general,2013-09-27,2013-10-09
ocd-division/country:ca/csd:4811061,2013-0262,262,Employee file,general,2013-09-30,2013-10-10
ocd-division/country:ca/csd:4811061,2013-0241,241,Fire investigation report,general,2013-09-04,2013-10-11
ocd-division/country:ca/csd:4811061,2013-0268,268,Fire investigation report,general,2013-10-04,2013-10-11
ocd-division/country:ca/csd:4811061,2013-0271,271,Fire investigation report ,general,2013-10-08,2013-10-11
ocd-division/country:ca/csd:4811061,2013-0231,231,Northlands master agreement,general,2013-08-23,2013-10-16
ocd-division/country:ca/csd:4811061,2013-0277,277,Table of contents for all business cases prepared for PPP Canada,,2013-10-09,2013-10-18
ocd-division/country:ca/csd:4811061,2013-0263,263,Property records,general,2013-09-30,2013-10-21
ocd-division/country:ca/csd:4811061,2013-0265,265,Animal control report ,general,2013-10-02,2013-10-22
ocd-division/country:ca/csd:4811061,2013-0276,276,Fire investigation report,general,2013-10-16,2013-10-22
ocd-division/country:ca/csd:4811061,2013-0279,279,Patient Care Report,general,2013-10-18,2013-10-22
ocd-division/country:ca/csd:4811061,2013-0235,235,Councillor records,general,2013-08-28,2013-10-24
ocd-division/country:ca/csd:4811061,2013-0236,236,Councillor records,general,2013-08-28,2013-10-24
ocd-division/country:ca/csd:4811061,2013-0266,266,Commendations of employee,personal,2013-10-03,2013-10-24
ocd-division/country:ca/csd:4811061,2013-0278,278,Patient Care Report,general,2013-10-17,2013-10-25
ocd-division/country:ca/csd:4811061,2013-0281,281,Fire investigation report,general,2013-10-22,2013-10-25
ocd-division/country:ca/csd:4811061,2013-0282,282,Fire investigation report,general,2013-10-22,2013-10-25
ocd-division/country:ca/csd:4811061,2013-0270,270,Animal control report,general,2013-10-04,2013-10-30
ocd-division/country:ca/csd:4811061,2013-0036,36,Public consultant regarding the arena,general,2013-02-08,2013-10-31
ocd-division/country:ca/csd:4811061,2013-0207,207,Property information,general,2013-08-01,2013-11-01
ocd-division/country:ca/csd:4811061,2013-0269,269,Geotechnical reports,general,2013-10-04,2013-11-04
ocd-division/country:ca/csd:4811061,2013-0299,299,Law Enforcement Disclosure ,general,2013-11-04,2013-11-04
ocd-division/country:ca/csd:4811061,2013-0273,273,Inspection reports for food vendors,general,2013-10-10,2013-11-05
ocd-division/country:ca/csd:4811061,2013-0290,290,Fire investigation report,general,2013-10-25,2013-11-05
ocd-division/country:ca/csd:4811061,2013-0258,258,Information on Open Data initiatives with vendor Socrata,general,2013-09-17,2013-11-06
ocd-division/country:ca/csd:4811061,2013-0272,272,Arena,general,2013-10-04,2013-11-06
ocd-division/country:ca/csd:4811061,2013-0252,252,Personnel file,personal,2013-09-13,2013-11-07
ocd-division/country:ca/csd:4811061,2012-0009-008,9,Records related to elephant,general,2013-10-18,2013-11-08
ocd-division/country:ca/csd:4811061,2013-0275,275,Fire investigation report,general,2013-10-16,2013-11-08
ocd-division/country:ca/csd:4811061,2013-0289,289,Correspondence about a named individual,general,2013-10-25,2013-11-12
ocd-division/country:ca/csd:4811061,2013-0285,285,Subdivision Plan Application,general,2013-10-24,2013-11-13
ocd-division/country:ca/csd:4811061,2013-0280,280,Patient Care Report,general,2013-10-22,2013-11-14
ocd-division/country:ca/csd:4811061,2013-0294,294,Patient Care Report,general,2013-11-01,2013-11-14
ocd-division/country:ca/csd:4811061,2013-0302,302,Fire investigation report,general,2013-11-06,2013-11-15
ocd-division/country:ca/csd:4811061,2012-0063-007,63,All records regarding apartment building,general,2013-10-18,2013-11-17
ocd-division/country:ca/csd:4811061,2013-0300,300,Cyclotron license application by U of A,,2013-11-04,2013-11-18
ocd-division/country:ca/csd:4811061,2013-0214,214,Property records,general,2013-08-12,2013-11-19
ocd-division/country:ca/csd:4811061,2013-0253,253,Patient Care Report,general,2013-09-13,2013-11-19
ocd-division/country:ca/csd:4811061,2013-0254,254,Patient Care Report,general,2013-09-13,2013-11-19
ocd-division/country:ca/csd:4811061,2013-0310,310,Property records,general,2013-11-08,2013-11-19
ocd-division/country:ca/csd:4811061,2013-0312,312,Patient Care report,general,2013-11-14,2013-11-20
ocd-division/country:ca/csd:4811061,2013-0313,313,Fire investigation report,general,2013-11-14,2013-11-20
ocd-division/country:ca/csd:4811061,2013-0314,314,Fire investigation report,general,2013-11-14,2013-11-20
ocd-division/country:ca/csd:4811061,2013-0322,322,Law Enforcement Disclosure,general,2013-11-21,2013-11-21
ocd-division/country:ca/csd:4811061,2013-0274,274,Fire investigation report,general,2013-10-10,2013-11-22
ocd-division/country:ca/csd:4811061,2013-0287,287,Property records,general,2013-10-24,2013-11-25
ocd-division/country:ca/csd:4811061,2013-0247,247,Permit records,general,2013-08-27,2013-11-26
ocd-division/country:ca/csd:4811061,2013-0293,293,Review of 2013-G-0207 ,,2013-10-29,2013-11-26
ocd-division/country:ca/csd:4811061,2013-0304,304,Review of 2013-G-0192,,2013-11-07,
ocd-division/country:ca/csd:4811061,2013-0305,305,Review of 2013-G-0193,,2013-11-07,
ocd-division/country:ca/csd:4811061,2013-0306,306,Review of 2013-G-0191,,2013-11-07,
ocd-division/country:ca/csd:4811061,2013-0307,307,Review of 2013-G-0194,,2013-11-07,
ocd-division/country:ca/csd:4811061,2013-0308,308,Emails between employees,general,2013-11-07,2013-11-28
ocd-division/country:ca/csd:4811061,2013-0319,319,Fire investigation report,general,2013-11-20,2013-11-28
ocd-division/country:ca/csd:4811061,2013-0325,325,Phase 1 Environmental Site Assessment,general,2013-11-25,2013-11-28
ocd-division/country:ca/csd:4811061,2013-0329,329,Patient care report,general,2013-11-26,2013-12-02
ocd-division/country:ca/csd:4811061,2013-0332,332,Review of 2013-G-0137,,2013-11-29,2013-12-02
ocd-division/country:ca/csd:4811061,2013-0328,328,Property records,general,2013-11-25,2013-12-03
ocd-division/country:ca/csd:4811061,2013-0315,315,Bylaw deficiencies,general,2013-11-15,2013-12-04
ocd-division/country:ca/csd:4811061,2013-0330,330,Fire investigation report,general,2013-11-28,2013-12-04
ocd-division/country:ca/csd:4811061,2013-0331,331,Fire investigation report,general,2013-11-28,2013-12-04
ocd-division/country:ca/csd:4811061,2013-0338,338,Fire investigation report,general,2013-12-04,2013-12-06
ocd-division/country:ca/csd:4811061,2013-0321,321,Civic road construction contracts awarded,general,2013-11-20,2013-12-09
ocd-division/country:ca/csd:4811061,2013-0137,137,Pre-qualification submissions RE: 41 AvenueSW/Queen Elizabeth Highway II Project,general,2013-05-22,2013-12-10
ocd-division/country:ca/csd:4811061,2013-0316,316,Federation of Canadian Municipalities annual conference expenses,general,2013-11-19,2013-12-11
ocd-division/country:ca/csd:4811061,2013-0339,339,Phase 1 Environmental Site Assessment,general,2013-12-06,2013-12-11
ocd-division/country:ca/csd:4811061,2013-0286,286,Property records,general,2013-10-24,2013-12-12
ocd-division/country:ca/csd:4811061,2013-0324,324,Sewer records,general,2013-11-22,2013-12-12
ocd-division/country:ca/csd:4811061,2013-0317,317,Employee sick days,general,2013-11-19,2013-12-13
ocd-division/country:ca/csd:4811061,2013-0327,327,List of employees,general,2013-11-21,2013-12-13
ocd-division/country:ca/csd:4811061,2013-0342,342,Dog bite report ,general,2013-12-06,2013-12-16
ocd-division/country:ca/csd:4811061,2013-0225,225,Fire investigation report,general,2013-08-20,2013-12-17
ocd-division/country:ca/csd:4811061,2013-0215,215,Fire investigation report,general,2013-08-12,2013-12-19
ocd-division/country:ca/csd:4811061,2013-0344,344,Fire investigation report,general,2013-12-13,2013-12-19
ocd-division/country:ca/csd:4811061,2013-0345,345,Fire investigation report,general,2013-12-13,2013-12-19
ocd-division/country:ca/csd:4811061,2013-0347,347,Fire investigation report,general,2013-12-13,2013-12-19
ocd-division/country:ca/csd:4811061,2013-0309,309,Sewer backup,general,2013-11-07,2013-12-20
ocd-division/country:ca/csd:4811061,2013-0333,333,Personal file,personal,2013-11-29,2013-12-20
ocd-division/country:ca/csd:4811061,2012-0377,377,Fire investigation report,general,2012-12-07,2013-12-21
ocd-division/country:ca/csd:4811061,2012-0067,67,Review of 2011-P-009,,2012-03-05,2013-12-24
ocd-division/country:ca/csd:4811061,2013-0340,340,Phase 1 Environmental Site Assessment,general,2013-12-06,2013-12-24
ocd-division/country:ca/csd:4811061,2013-0211,211,Review of 2013-G-0110,,2013-08-02,2013-12-30
ocd-division/country:ca/csd:4811061,2013-0348,348,Fire investigation report,general,2013-12-17,2013-12-30
ocd-division/country:ca/csd:4811061,2013-0349,349,Fire investigation report,general,2013-12-17,2013-12-30
ocd-division/country:ca/csd:4811061,2013-0295,295,Arts organization records,general,2013-11-01,2013-12-31
ocd-division/country:ca/csd:4811061,2013-0337,337,Costs of Neighbourhood Renewal Programs,general,2013-12-04,2014-01-02
ocd-division/country:ca/csd:4811061,2013-0284,284,Fire investigation report,general,2013-10-23,2014-01-03
ocd-division/country:ca/csd:4811061,2013-0341,341,Disability management file,general,2013-12-06,2014-01-06
ocd-division/country:ca/csd:4811061,2013-0288,288,Development plans,general,2013-10-25,2014-01-07
ocd-division/country:ca/csd:4811061,2014-0404,404,Employee file,general,2014-12-11,2014-01-07
ocd-division/country:ca/csd:4811061,2013-0226,226,Fire investigation report,general,2013-08-20,2014-01-09
ocd-division/country:ca/csd:4811061,2013-0303,303,311 calls,general,2013-11-07,2014-01-09
ocd-division/country:ca/csd:4811061,2013-0311,311,Transit complaints,general,2013-11-08,2014-01-09
ocd-division/country:ca/csd:4811061,2013-0326,326,Parking tickets,general,2013-11-21,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0007,7,Fire investigation report ,general,2014-01-06,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0008,8,Fire investigation report ,general,2014-01-01,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0009,9,Fire investigation report ,general,2014-01-02,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0010,10,Fire investigation report ,general,2014-01-07,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0011,11,Fire investigation report ,general,2014-01-07,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0012,12,Fire investigation report ,general,2014-01-07,2014-01-09
ocd-division/country:ca/csd:4811061,2014-0013,13,Fire investigation report ,general,2014-01-08,2014-01-09
ocd-division/country:ca/csd:4811061,2012-0009-009,9,Records related to elephant,general,2014-01-11,2014-01-11
ocd-division/country:ca/csd:4811061,2013-0323,323,Bus advertisement,general,2013-11-22,2014-01-13
ocd-division/country:ca/csd:4811061,2013-0334,334,Whitemud Drive/Quesnel Bridge,general,2013-11-28,2014-01-13
ocd-division/country:ca/csd:4811061,2013-0336,336,Family Violence Programs,personal,2013-12-04,2014-01-13
ocd-division/country:ca/csd:4811061,2014-0015,15,Fire investigation report,general,2014-01-10,2014-01-13
ocd-division/country:ca/csd:4811061,2014-0016,16,Fire investigation report,general,2014-01-10,2014-01-13
ocd-division/country:ca/csd:4811061,2013-0350,350,LRT safety incidents,general,2013-12-17,2014-01-14
ocd-division/country:ca/csd:4811061,2014-0017,17,Motor Vehicle Incident Report,general,2014-01-08,2014-01-15
ocd-division/country:ca/csd:4811061,2014-0019,19,Fire investigation report,general,2014-01-15,2014-01-16
ocd-division/country:ca/csd:4811061,2014-0022,22,LRT PricewaterhouseCoopers Report,,2014-01-02,2014-01-17
ocd-division/country:ca/csd:4811061,2013-0301,301,Federation of Canadian Municipalities Convention expenses,general,2013-11-04,2014-01-23
ocd-division/country:ca/csd:4811061,2014-0023,23,Fire investigation report,general,2014-01-15,2014-01-23
ocd-division/country:ca/csd:4811061,2014-0006,6,Review of 2012-0273 ,,2014-01-06,2014-01-24
ocd-division/country:ca/csd:4811061,2014-0018,18,Fire investigation report,general,2014-01-10,2014-01-27
ocd-division/country:ca/csd:4811061,2014-0024,24,Fire investigation report,general,2014-01-21,2014-01-27
ocd-division/country:ca/csd:4811061,2013-0335,335,Disability management file,personal,2013-12-03,2014-01-30
ocd-division/country:ca/csd:4811061,2013-0343,343,Fire investigation report,general,2013-12-13,2014-01-30
ocd-division/country:ca/csd:4811061,2014-0004,4,Bus bench and shelter advertising,general,2014-01-03,2014-01-30
ocd-division/country:ca/csd:4811061,2014-0047,47,Fire investigation report,general,2014-01-16,2014-01-30
ocd-division/country:ca/csd:4811061,2014-0002,2,Employee file,general,2014-01-03,2014-01-31
ocd-division/country:ca/csd:4811061,2014-0025,25,Fire investigation report,general,2014-01-24,2014-02-04
ocd-division/country:ca/csd:4811061,2014-0026,26,Fire investigation report,general,2014-01-24,2014-02-05
ocd-division/country:ca/csd:4811061,2014-0027,27,Fire investigation report,general,2014-01-27,2014-02-05
ocd-division/country:ca/csd:4811061,2014-0028,28,Fire investigation report,general,2014-01-30,2014-02-05
ocd-division/country:ca/csd:4811061,2014-0029,29,Fire investigation report,general,2014-01-21,2014-02-05
ocd-division/country:ca/csd:4811061,2013-0318,318,Facility rental agreement with Northlands,general,2013-11-12,2014-02-06
ocd-division/country:ca/csd:4811061,2013-0320,320,Agreement between the City and Coca Cola,general,2013-11-20,2014-02-06
ocd-division/country:ca/csd:4811061,2014-0003,3,Employee file,personal,2014-01-03,2014-02-06
ocd-division/country:ca/csd:4811061,2014-0033,33,Motor Vehicle Incident Report,general,2014-02-04,2014-02-06
ocd-division/country:ca/csd:4811061,2014-0021,21,Property inspections,general,2014-01-16,2014-02-07
ocd-division/country:ca/csd:4811061,2014-0014,14,List of unclaimed cheques,general,2014-01-09,2014-02-10
ocd-division/country:ca/csd:4811061,2014-0032,32,Employee file,personal,2014-02-03,2014-02-10
ocd-division/country:ca/csd:4811061,2014-0039,39,Intermodal Facility at 41 Avenue SW/QEII interchange,,2014-01-27,2014-02-10
ocd-division/country:ca/csd:4811061,2014-0042,42,Fire investigation report,general,2014-02-10,2014-02-11
ocd-division/country:ca/csd:4811061,2014-0043,43,Fire investigation report,general,2014-02-10,2014-02-12
ocd-division/country:ca/csd:4811061,2014-0036,36,Animal Control records,general,2014-02-06,2014-02-13
ocd-division/country:ca/csd:4811061,2014-0041,41,Fire investigation report,general,2014-02-10,2014-02-13
ocd-division/country:ca/csd:4811061,2014-0045,45,Fire investigation report,general,2014-02-07,2014-02-13
ocd-division/country:ca/csd:4811061,2014-0035,35,Patient Care Report,general,2014-02-05,2014-02-18
ocd-division/country:ca/csd:4811061,2014-0054,54,Negotiation of a property,general,2014-02-13,2014-02-18
ocd-division/country:ca/csd:4811061,2015-0030,30,Employee file,general,2015-01-27,2014-02-18
ocd-division/country:ca/csd:4811061,2014-0040,40,Motor Vehicle Incident Report,general,2014-02-07,2014-02-19
ocd-division/country:ca/csd:4811061,2014-0053,53,Planning Exemption Regulation,,2014-02-18,2014-02-19
ocd-division/country:ca/csd:4811061,2014-0051,51,Fire investigation report,general,2014-02-14,2014-02-20
ocd-division/country:ca/csd:4811061,2014-0046,46,April 2009 Integrated Planning Agreement,,2014-02-11,2014-02-21
ocd-division/country:ca/csd:4811061,2014-0057,57,Fire investigation report,general,2014-02-19,2014-02-24
ocd-division/country:ca/csd:4811061,2014-0058,58,Fire investigation report,general,2014-02-21,2014-02-25
ocd-division/country:ca/csd:4811061,2014-0059,59,Patient Care Report,general,2014-02-21,2014-02-25
ocd-division/country:ca/csd:4811061,2014-0037,37,Employee file,general,2014-02-07,2014-02-26
ocd-division/country:ca/csd:4811061,2014-0060,60,Directive or correspondence in relation to the Cemeteries Act,,2014-02-13,2014-02-26
ocd-division/country:ca/csd:4811061,2014-0064,64,Fire investigation report,general,2014-02-26,2014-02-27
ocd-division/country:ca/csd:4811061,2014-0052,52,Dog bite report,general,2014-02-14,2014-02-28
ocd-division/country:ca/csd:4811061,2014-0062,62,Fire investigation report,general,2014-02-26,2014-02-28
ocd-division/country:ca/csd:4811061,2014-0055,55,Fire fighter application,general,2014-02-19,2014-03-04
ocd-division/country:ca/csd:4811061,2014-0056,56,Arena Press Conference costs,general,2014-02-19,2014-03-05
ocd-division/country:ca/csd:4811061,2014-0071,71,Animal Control Report,general,2014-02-28,2014-03-05
ocd-division/country:ca/csd:4811061,2014-0072,72,Statement of Justification for Historical Resources Act Requirements and Final Report,,2014-03-03,2014-03-05
ocd-division/country:ca/csd:4811061,2014-0031,31,Employee file,personal,2014-02-03,2014-03-06
ocd-division/country:ca/csd:4811061,2014-0001,1,Employee file,general,2014-01-03,2014-03-07
ocd-division/country:ca/csd:4811061,2014-0067,67,Patient Care Report,general,2014-02-27,2014-03-07
ocd-division/country:ca/csd:4811061,2012-0063-008,63,All records regarding apartment building,general,2014-02-14,2014-03-11
