division_id,identifier,position,abstract,classification,applicant_type,date_accepted,date,decision,number_of_pages
ocd-division/country:ca/csd:3520005,AP-2013-00397,397,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-25,2013-03-25,all disclosed,83
ocd-division/country:ca/csd:3520005,PHI-2013-00390,390,"A copy of the Emergency Incident Report for the call to Jamestown Crescent on February 17, 2013. The incident related to a single gunshot wound to {a specified individual}. The call was made at 10:50:24 p.m.",personal,media,2013-02-25,2013-03-25,disclosed in part,15
ocd-division/country:ca/csd:3520005,PHI-2013-00392,392,"A copy of the Homemakers & Nurses Service records regarding {name of individual}, including a breakdown of the subrogated claim of the City of Toronto.",personal,public,2013-02-25,2013-03-25,all disclosed,68
ocd-division/country:ca/csd:3520005,AP-2013-00416,416,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-26,2013-03-25,disclosed in part,40
ocd-division/country:ca/csd:3520005,AP-2013-00364,364,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-20,2013-03-26,all disclosed,141
ocd-division/country:ca/csd:3520005,AP-2013-00396,396,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-22,2013-03-26,disclosed in part,154
ocd-division/country:ca/csd:3520005,AP-2013-00437,437,A copy of the employment file for {name of individual} from August 2011 to present.,personal,public,2013-02-28,2013-03-26,all disclosed,21
ocd-division/country:ca/csd:3520005,AP-2013-00439,439,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-28,2013-03-26,disclosed in part,436
ocd-division/country:ca/csd:3520005,AP-2013-00447,447,A copy of employment and payroll records for {name of individual} who worked for EMS.,personal,public,2013-03-01,2013-03-26,disclosed in part,221
ocd-division/country:ca/csd:3520005,AP-2013-00647,647,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-22,2013-03-26,all disclosed,19
ocd-division/country:ca/csd:3520005,AP-2013-00235,235,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-04,2013-03-27,disclosed in part,108
ocd-division/country:ca/csd:3520005,AP-2013-00281,281,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-07,2013-03-27,disclosed in part,224
ocd-division/country:ca/csd:3520005,AP-2013-00451,451,A copy of Ontario Works file for {name of individual}.,personal,public,2013-03-04,2013-03-27,nothing disclosed,0
ocd-division/country:ca/csd:3520005,PHI-2013-00457,457,A complete copy of medical file for {name of individual} from Kipling Acres.,personal,public,2013-03-05,2013-03-27,all disclosed,257
ocd-division/country:ca/csd:3520005,AP-2013-00249,249,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-05,2013-03-28,disclosed in part,216
ocd-division/country:ca/csd:3520005,AP-2013-00284,284,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-08,2013-03-28,disclosed in part,416
ocd-division/country:ca/csd:3520005,AP-2013-00379,379,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-21,2013-03-28,disclosed in part,180
ocd-division/country:ca/csd:3520005,AP-2013-00415,415,A copy of the employment file for {name of individual}.,personal,public,2013-02-26,2013-03-28,disclosed in part,194
ocd-division/country:ca/csd:3520005,PHI-2013-00414,414,"A copy of all ambulance call report and incident report documents, as well as recordings, related to a call on February 17, 2013 to {a specified address} at approximately 5:50 a.m. Including any other related documents, reports, and correspondence.",personal,media,2013-02-26,2013-03-28,disclosed in part,17
ocd-division/country:ca/csd:3520005,AP-2013-00260,260,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-06,2013-04-02,disclosed in part,175
ocd-division/country:ca/csd:3520005,AP-2013-00260,260,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-06,2013-04-02,disclosed in part,175
ocd-division/country:ca/csd:3520005,AP-2013-00322,322,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-14,2013-04-02,disclosed in part,319
ocd-division/country:ca/csd:3520005,AP-2013-00322,322,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-14,2013-04-02,disclosed in part,319
ocd-division/country:ca/csd:3520005,AG-2013-00388,388,"A copy of records related to the following 311 service call requests from September 2012 to January 2013. Reference No.: 1716869, 1716938, 1860187, 1886160, 1889664, and 1889672.",general,public,2013-02-25,2013-04-02,all disclosed,79
ocd-division/country:ca/csd:3520005,AG-2013-00460,460,"A copy of fire incident reports for (a specified address).  The first incident occurred on Jan. 8, 2013.",general,public,2013-03-04,2013-04-02,disclosed in part,14
ocd-division/country:ca/csd:3520005,AG-2013-00483,483,"A copy of building permit, building inspection report and any infractions, injunctions and judgments relating to the roof-top deck at (a specified address) Toronto for 2012.",general,public,2013-03-07,2013-04-02,disclosed in part,2
ocd-division/country:ca/csd:3520005,AG-2013-00485,485,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-07,2013-04-02,all disclosed,96
ocd-division/country:ca/csd:3520005,AP-2013-00499,499,"Transcripts of an investigative interview that took place on March 1, 2013 at City Hall involving (an individual) and (an individual) in the presence of Labour Relations Representative.",personal,public,2013-03-07,2013-04-02,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2013-00499,499,"Transcripts of an investigative interview that took place on March 1, 2013 at City Hall involving {name of individual} and {name of individual} in the presence of Labour Relations Representative.",personal,public,2013-03-07,2013-04-02,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2013-00283,283,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-08,2013-04-03,disclosed in part,663
ocd-division/country:ca/csd:3520005,AP-2013-00283,283,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-08,2013-04-03,disclosed in part,663
ocd-division/country:ca/csd:3520005,AP-2013-00453,453,A copy of Ontario Works file for (an individual).,personal,public,2013-03-04,2013-04-03,disclosed in part,200
ocd-division/country:ca/csd:3520005,AP-2013-00453,453,A copy of Ontario Works file for {name of individual}.,personal,public,2013-03-04,2013-04-03,disclosed in part,200
ocd-division/country:ca/csd:3520005,AG-2013-00461,461,"A copy of any and all visits between 2006 and 2010 by ML&S officer Suzzette Bloomfield and other inspectors for (a specified address).  Any and all visits, inspections by ML&S during 2011 after Sept. 2011.",general,public,2013-03-05,2013-04-03,disclosed in part,78
ocd-division/country:ca/csd:3520005,AG-2013-00461,461,"A copy of any and all visits between 2006 and 2010 by ML&S officer Suzzette Bloomfield and other inspectors for (a specified address).  Any and all visits, inspections by ML&S during 2011 after Sept. 2011.",general,public,2013-03-05,2013-04-03,disclosed in part,1
ocd-division/country:ca/csd:3520005,AG-2013-00465,465,"A copy of past uses of the building and lot located at (a specified address), in particular commercial uses.",general,public,2013-03-05,2013-04-03,disclosed in part,17
ocd-division/country:ca/csd:3520005,AG-2013-00470,470,"A copy of building documents for (a specified address).  File numbers are #136119, #286288 and # 168897.",general,public,2013-03-05,2013-04-03,all disclosed,24
ocd-division/country:ca/csd:3520005,AP-2013-00468,468,"A copy of updated employment file, attendance records, performance review, collateral insurance information including benefits booklet for (an individual).",personal,public,2013-03-06,2013-04-03,all disclosed,41
ocd-division/country:ca/csd:3520005,AP-2013-00468,468,"A copy of updated employment file, attendance records, performance review, collateral insurance information including benefits booklet for {name of individual}.",personal,public,2013-03-06,2013-04-03,all disclosed,41
ocd-division/country:ca/csd:3520005,AG-2013-00501,501,"A copy of all correspondence letters, e-mails, files, and reports to or from the City Manager's Office with any reference to McLevin Community Park including the renaming of the park.",general,public,2013-03-07,2013-04-03,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00523,523,"A copy of all fire reports for (a specified address) from the past several years, including the fire report related to the incident on January 25, 2013 (a specified address).",general,public,2013-03-12,2013-04-03,disclosed in part,17
ocd-division/country:ca/csd:3520005,AG-2013-00558,558,"A copy of any and all information regarding fire and safety for (a specified address), including any inspection records. Also any records confirming that the basement apartment is an authorized second suite.",general,public,2013-03-12,2013-04-03,disclosed in part,11
ocd-division/country:ca/csd:3520005,AP-2013-00682,682,A copy of the Ontario Works file for (an individual).,personal,public,2013-04-02,2013-04-03,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2013-00682,682,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-04-02,2013-04-03,discontinued,0
ocd-division/country:ca/csd:3520005,AG-2013-00191,191,A copy of the Taxi License Number for the taxi owner permit belonging to (an individual) in 2007. Also the name of the new license owner.,general,business,2013-01-30,2013-04-04,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2013-00394,394,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-22,2013-04-04,disclosed in part,232
ocd-division/country:ca/csd:3520005,AP-2013-00394,394,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-22,2013-04-04,disclosed in part,232
ocd-division/country:ca/csd:3520005,AG-2013-00391,391,A copy of all documents relating to the development application file 11 302503 STE 08 02 related to (a specified address).,general,business,2013-02-25,2013-04-04,disclosed in part,1153
ocd-division/country:ca/csd:3520005,AP-2013-00399,399,"A copy of the Ontario Works file for (an individual) from May 1, 2004 to present.",personal,public,2013-02-25,2013-04-04,all disclosed,89
ocd-division/country:ca/csd:3520005,AP-2013-00399,399,"A copy of the Ontario Works file for {name of individual} from May 1, 2004 to present.",personal,public,2013-02-25,2013-04-04,all disclosed,89
ocd-division/country:ca/csd:3520005,AG-2013-00434,434,A copy of all planning and building applications for (a specified address).,general,public,2013-02-28,2013-04-04,all disclosed,12
ocd-division/country:ca/csd:3520005,AG-2013-00475,475,A copy of maintenance notice served to (an individual) of (a specified address) property on repairs to bathroom leaking.,general,public,2013-03-04,2013-04-04,disclosed in part,9
ocd-division/country:ca/csd:3520005,AG-2013-00463,463,"A copy of all renovation / building permits for (a specified address) in Toronto, for any work done for the last 50 years.",general,public,2013-03-05,2013-04-04,disclosed in part,10
ocd-division/country:ca/csd:3520005,AG-2013-00464,464,"A copy of City By-law inspection records for (a specified address) for health, safety, maintenance concerns including common areas of building and mice in cupboards, screen windows in apartment.  The inspection was done on Dec. 17, 2012.",general,public,2013-03-05,2013-04-04,disclosed in part,20
ocd-division/country:ca/csd:3520005,AG-2013-00471,471,"A copy of all handwritten inspection reports from Public Health for (a specified address) from Jan. 1, 2010 to present.",general,public,2013-03-06,2013-04-04,all disclosed,38
ocd-division/country:ca/csd:3520005,AG-2013-00478,478,"A copy of all building permits, violation records, orders issued from Building and ML&S for (a specified address).  The search for records should go as far back as possible.",general,public,2013-03-07,2013-04-04,disclosed in part,69
ocd-division/country:ca/csd:3520005,AG-2013-00482,482,A copy of building inspection report and ML&S investigation report for (a specified address) relating to the grading and downsprouts which caused flooding at (a specified address).,general,public,2013-03-07,2013-04-04,disclosed in part,22
ocd-division/country:ca/csd:3520005,AG-2013-00484,484,"A copy of building permit, building inspection report and any infractions, injunctions and judgments relating to the 2nd storey deck at (a specified address) Toronto for 2012.",general,public,2013-03-07,2013-04-04,disclosed in part,5
ocd-division/country:ca/csd:3520005,AG-2013-00493,493,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-07,2013-04-04,disclosed in part,57
ocd-division/country:ca/csd:3520005,AG-2013-00502,502,A copy of any building permits and documentation issued to (a specified address).,general,public,2013-03-07,2013-04-04,disclosed in part,4
ocd-division/country:ca/csd:3520005,AG-2013-00494,494,Records stating that the property at (a specified address) is a legal triplex with a legal patio.,general,public,2013-03-08,2013-04-04,all disclosed,48
ocd-division/country:ca/csd:3520005,AP-2013-00491,491,A copy of Ontario Works file for (an individual),personal,public,2013-03-08,2013-04-04,disclosed in part,234
ocd-division/country:ca/csd:3520005,AP-2013-00491,491,A copy of Ontario Works file for {name of individual}.,personal,public,2013-03-08,2013-04-04,disclosed in part,234
ocd-division/country:ca/csd:3520005,AG-2013-00526,526,"A copy of the fire report for (a specified address). The incident occurred on March 2, 2013. Fire Report No. F13017345.",general,business,2013-03-12,2013-04-04,disclosed in part,14
ocd-division/country:ca/csd:3520005,AG-2013-00537,537,A copy of the fire report for (a specified address).,general,public,2013-03-12,2013-04-04,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00575,575,"A copy of the fire report for (a specified address). The incident occurred on September 23, 2012.",general,public,2013-03-12,2013-04-04,disclosed in part,8
ocd-division/country:ca/csd:3520005,AG-2013-00180,180,"A copy of all e-mails sent and received on June 2 and 3, 2012 by the following staff members on the subject of the 2012 Eaton Centre Shooting.",general,media,2013-01-28,2013-04-05,disclosed in part,86
ocd-division/country:ca/csd:3520005,AG-2013-00315,315,"A copy of work note permit, all orders to comply andany violation notices given for (a specified address).  Please include records from Building and ML&S.",general,public,2013-02-12,2013-04-05,disclosed in part,151
ocd-division/country:ca/csd:3520005,AG-2013-00353,353,"All correspondence sent to the city manager, the general manager of economic development, the director of Community Planning for the Toronto East York District, and Mayor Rob Ford by registered casino lobbyists, including but not limited to MGM.",general,media,2013-02-19,2013-04-05,disclosed in part,33
ocd-division/country:ca/csd:3520005,AG-2013-00353,353,"All correspondence sent to the city manager, the general manager of economic development, the director of Community Planning for the Toronto East York District, and Mayor Rob Ford by registered casino lobbyists, including but not limited to MGM.",general,media,2013-02-19,2013-04-05,disclosed in part,0
ocd-division/country:ca/csd:3520005,AP-2013-00362,362,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-20,2013-04-05,disclosed in part,651
ocd-division/country:ca/csd:3520005,AP-2013-00362,362,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-20,2013-04-05,disclosed in part,651
ocd-division/country:ca/csd:3520005,AG-2013-00472,472,"A copy of all handwritten inspection reports from Public Health for (a specified address) from Jan. 1, 2010 to present.",general,public,2013-03-06,2013-04-05,all disclosed,12
ocd-division/country:ca/csd:3520005,AG-2013-00474,474,"A copy of all handwritten inspection reports from Public Health for (a specified address)  from Jan. 1, 2010 to present.",general,public,2013-03-06,2013-04-05,all disclosed,21
ocd-division/country:ca/csd:3520005,AP-2013-00500,500,"A copy of Ontario Works file for (an individual) from Jan. 2, 2012 to Feb. 28, 2013.",personal,public,2013-03-06,2013-04-05,disclosed in part,69
ocd-division/country:ca/csd:3520005,AP-2013-00500,500,"A copy of Ontario Works file for {name of individual} from Jan. 2, 2012 to Feb. 28, 2013.",personal,public,2013-03-06,2013-04-05,disclosed in part,69
ocd-division/country:ca/csd:3520005,AG-2013-00479,479,A copy of Heritage Preservation Services' file and all relevant documents relating to (a specified address) which would show the property's history and decision to list it as a heritage property.,general,public,2013-03-07,2013-04-05,disclosed in part,34
ocd-division/country:ca/csd:3520005,AG-2013-00533,533,"A copy of records related to the York Old Mill Tennis Club including invoices of shoe tag orders from 2007 to 2012, applications and non sold shoe tags from 2007 to 2012, invoices for court resurfacing in 2007, and the court supervisor's salary for 2012.",general,public,2013-03-07,2013-04-05,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00534,534,"A copy of the meeting minutes between Parks, Forestry and Recreation staff, (a specified address), and the York Old Mill Tennis Club (YOMTC) from September and November 2012. Also a copy of the report related to the AGM of YOMTC from February 7, 2013.",general,public,2013-03-07,2013-04-05,disclosed in part,3
ocd-division/country:ca/csd:3520005,AG-2013-00495,495,"A copy of complete file from Animal Services, including but not limited to any interview / incident notes and reports for the dog bite incident that occurred on June 30, 2012.  The victim was (an individual).",general,public,2013-03-08,2013-04-05,disclosed in part,53
ocd-division/country:ca/csd:3520005,AG-2013-00497,497,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-08,2013-04-05,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00504,504,"A copy of an itemized ist of Parks, Forestry and Recreation capital expenditures within the Downtown and Central Waterfront by year and the parks (including addresses) where the funds were spent. Records from 1998 to 2012.",general,public,2013-03-08,2013-04-05,all disclosed,7
ocd-division/country:ca/csd:3520005,AG-2013-00504,504,"A copy of an itemized ist of Parks, Forestry and Recreation capital expenditures within the Downtown and Central Waterfront by year and the parks (including addresses) where the funds were spent. Records from 1998 to 2012.",general,public,2013-03-08,2013-04-05,all disclosed,4
ocd-division/country:ca/csd:3520005,AG-2013-00521,521,"A copy of the fire report for (a specified address). The incident occurred on July 26, 2009.",general,media,2013-03-08,2013-04-05,disclosed in part,11
ocd-division/country:ca/csd:3520005,AG-2013-00528,528,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-11,2013-04-05,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2013-00511,511,A copy of the Ontario Works file for (an individual).,personal,public,2013-03-11,2013-04-05,disclosed in part,441
ocd-division/country:ca/csd:3520005,AP-2013-00511,511,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-11,2013-04-05,disclosed in part,441
ocd-division/country:ca/csd:3520005,AG-2013-00541,541,A copy of the estimated renovation costs regarding the ferry docks waiting area and washrooms located at (a specified address).,general,public,2013-03-12,2013-04-05,all disclosed,1
ocd-division/country:ca/csd:3520005,AG-2013-00593,593,"A copy of all HVAC reports, heat loss/gain calculations, duct work calculations and any specifications and air balance reports for (a specified address)",general,public,2013-03-14,2013-04-05,all disclosed,11
ocd-division/country:ca/csd:3520005,AP-2013-00334,334,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-15,2013-04-08,disclosed in part,61
ocd-division/country:ca/csd:3520005,AP-2013-00334,334,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-15,2013-04-08,disclosed in part,61
ocd-division/country:ca/csd:3520005,AP-2013-00448,448,A copy of Ontario Works file for (an individual).,personal,public,2013-03-01,2013-04-08,disclosed in part,110
ocd-division/country:ca/csd:3520005,AP-2013-00448,448,A copy of Ontario Works file for {name of individual}.,personal,public,2013-03-01,2013-04-08,disclosed in part,110
ocd-division/country:ca/csd:3520005,AG-2013-00486,486,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-07,2013-04-08,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00496,496,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-08,2013-04-08,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00506,506,"A copy of the complaint file no. 132379 with Animal Services related to an incident that occurred on February 8, 2013.",general,public,2013-03-08,2013-04-08,all disclosed,8
ocd-division/country:ca/csd:3520005,AG-2013-00529,529,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-11,2013-04-08,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00557,557,"A copy of the following building documents for (a specified address): grading certificate, plumbing and drain inspection notes, and all other construction notes from the inspection files.",general,public,2013-03-11,2013-04-08,disclosed in part,49
ocd-division/country:ca/csd:3520005,AG-2013-00535,535,"A copy of records showing any actions taken regarding an urban forestry complaint submitted against (a specified address) on January 12, 2013. Also any records regarding the manipulation of the metal survey boundary post between (a specified address).",general,public,2013-03-12,2013-04-08,disclosed in part,11
ocd-division/country:ca/csd:3520005,AG-2013-00549,549,"A copy of the fire report for (a specified address), North York. The incident occurred on February 28, 2013.",general,business,2013-03-13,2013-04-08,disclosed in part,20
ocd-division/country:ca/csd:3520005,AP-2013-00545,545,A copy of the Ontario Works file for (an individual).,personal,public,2013-03-13,2013-04-08,disclosed in part,434
ocd-division/country:ca/csd:3520005,AP-2013-00545,545,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-13,2013-04-08,disclosed in part,434
ocd-division/country:ca/csd:3520005,AG-2013-00562,562,"A copy of all records involving a staff report on casinos between February 11, 2013 and present.",general,media,2013-03-14,2013-04-08,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00646,646,A copy of all court documents and records from Family Res at (a specified address) that verify (an individual) had her own room when she visited a motel in 2003.,general,public,2013-03-25,2013-04-08,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2013-00233,233,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-04,2013-04-09,all disclosed,179
ocd-division/country:ca/csd:3520005,AP-2013-00233,233,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-04,2013-04-09,all disclosed,179
ocd-division/country:ca/csd:3520005,AP-2013-00440,440,A copy of the Ontario Works file for (an individual).,personal,public,2013-02-28,2013-04-09,disclosed in part,239
ocd-division/country:ca/csd:3520005,AP-2013-00440,440,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-02-28,2013-04-09,disclosed in part,239
ocd-division/country:ca/csd:3520005,AG-2013-00492,492,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-07,2013-04-09,disclosed in part,123
ocd-division/country:ca/csd:3520005,AG-2013-00498,498,"All dates and times in 2010, 2011 and 2012 when Toronto Fire Services were called to rescue individuals trapped in the elevators at (a specified address), Toronto.",general,public,2013-03-08,2013-04-09,all disclosed,1
ocd-division/country:ca/csd:3520005,AG-2013-00505,505,"A copy of the total amount of cash in lieu collected from developments within the Downtown and Central Waterfront by year and by project, including addresses. Records from 1998 to 2012.",general,public,2013-03-08,2013-04-09,disclosed in part,6
ocd-division/country:ca/csd:3520005,AP-2013-00513,513,A copy of the Ontario Works file for (an individual).,personal,public,2013-03-11,2013-04-09,disclosed in part,147
ocd-division/country:ca/csd:3520005,AP-2013-00513,513,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-11,2013-04-09,disclosed in part,147
ocd-division/country:ca/csd:3520005,AP-2013-00515,515,A copy of the Ontario Works file for (an individual) from 2005 to present.,personal,public,2013-03-12,2013-04-09,disclosed in part,865
ocd-division/country:ca/csd:3520005,AP-2013-00515,515,A copy of the Ontario Works file for {name of individual} from 2005 to present.,personal,public,2013-03-12,2013-04-09,disclosed in part,865
ocd-division/country:ca/csd:3520005,AP-2013-00536,536,A copy of the Health and Safety records for (an individual).,personal,public,2013-03-12,2013-04-09,disclosed in part,65
ocd-division/country:ca/csd:3520005,AP-2013-00536,536,A copy of the Health and Safety records for {name of individual}.,personal,public,2013-03-12,2013-04-09,disclosed in part,65
ocd-division/country:ca/csd:3520005,AG-2013-00550,550,"A copy of the fire report for (a specified address), North York. The incident occurred on February 3, 2012 at 3:30 a.m.",general,business,2013-03-13,2013-04-09,disclosed in part,7
ocd-division/country:ca/csd:3520005,AG-2013-00551,551,"A copy of the fire report for (a specified address). The incident occurred on December 20, 2012.",general,business,2013-03-13,2013-04-09,disclosed in part,11
ocd-division/country:ca/csd:3520005,AG-2013-00552,552,"A copy of the fire report for (a specified address). The incident occurred on March 1, 2013. Fire Report No. F13017126.",general,public,2013-03-13,2013-04-09,disclosed in part,7
ocd-division/country:ca/csd:3520005,AG-2013-00554,554,"A copy of the fire report for (a specified address). The incident occurred on March 1, 2013.",general,business,2013-03-13,2013-04-09,disclosed in part,10
ocd-division/country:ca/csd:3520005,AG-2013-00560,560,"A copy of all handwritten inspection reports from Public Health for (a specified address) from January 1, 2010 to present.",general,public,2013-03-14,2013-04-09,disclosed in part,50
ocd-division/country:ca/csd:3520005,AP-2013-00444,444,A copy of the Ontario Works file for (an individual).,personal,public,2013-03-01,2013-04-10,disclosed in part,126
ocd-division/country:ca/csd:3520005,AP-2013-00444,444,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-01,2013-04-10,disclosed in part,126
ocd-division/country:ca/csd:3520005,AG-2013-00481,481,A list of addresses that have a permit to remove a tree for construction.,general,public,2013-03-11,2013-04-10,disclosed in part,1
ocd-division/country:ca/csd:3520005,AG-2013-00508,508,A copy of all records related to mould at (a specified address). The first complaint was made around May 2012.,general,public,2013-03-11,2013-04-10,disclosed in part,42
ocd-division/country:ca/csd:3520005,AG-2013-00543,543,"A list including the number of complaints (to 311, the public realm unit, Municipal Licensing & Standards Unit, Sign bylaw Unit and Transportation) about the placement of street furniture per year since 2009.",general,public,2013-03-13,2013-04-10,disclosed in part,4
ocd-division/country:ca/csd:3520005,AG-2013-00559,559,"A copy of the video recording made by the City of Toronto of the St. Lawrence Market North Building. The video was from November 1, 2012 between 1:30 p.m. to 2:50 p.m. and with respect to the Design Review Panel.",general,public,2013-03-14,2013-04-10,all disclosed,0
ocd-division/country:ca/csd:3520005,AG-2013-00569,569,"A copy of all documents and records that relate to the assessment of partially completed structures throughout Toronto for the current January 1, 2008 current assessment cycle (""2008 CVA"").",general,business,2013-03-15,2013-04-10,disclosed in part,2
ocd-division/country:ca/csd:3520005,AG-2013-00570,570,A copy of the building history of repairs from 2006 to 2013 at (a specified address).,general,public,2013-03-15,2013-04-10,disclosed in part,123
ocd-division/country:ca/csd:3520005,AP-2013-00578,578,A copy of the Ontario Works file for (an individual).,personal,public,2013-03-15,2013-04-10,disclosed in part,101
ocd-division/country:ca/csd:3520005,AP-2013-00578,578,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-15,2013-04-10,disclosed in part,101
ocd-division/country:ca/csd:3520005,AP-2013-00580,580,A copy of the Ontario Works file for (an individual) from 2007 to present.,personal,public,2013-03-15,2013-04-10,disclosed in part,132
ocd-division/country:ca/csd:3520005,AP-2013-00580,580,A copy of the Ontario Works file for {name of individual} from 2007 to present.,personal,public,2013-03-15,2013-04-10,disclosed in part,132
ocd-division/country:ca/csd:3520005,AP-2013-00581,581,A copy of the Ontario Works file for (an individual).,personal,public,2013-03-15,2013-04-10,all disclosed,25
ocd-division/country:ca/csd:3520005,AP-2013-00581,581,A copy of the Ontario Works file for {name of individual}.,personal,public,2013-03-15,2013-04-10,all disclosed,25
ocd-division/country:ca/csd:3520005,AP-2013-00635,635,"A copy of the employment file for (an individual) from April 5, 2011 to present.",personal,public,2013-03-22,2013-04-10,disclosed in part,16
ocd-division/country:ca/csd:3520005,AP-2013-00635,635,"A copy of the employment file for {name of individual} from April 5, 2011 to present.",personal,public,2013-03-22,2013-04-10,disclosed in part,16
ocd-division/country:ca/csd:3520005,AG-2013-00531,531,"A copy of any soil reports for work associated with curb stop and water service replacement at (a specified address) between 2008 and present. Also any inspection reports regarding concrete, soils, etc.",general,public,2013-03-11,2013-04-11,disclosed in part,11
ocd-division/country:ca/csd:3520005,AG-2013-00527,527,"A copy of the fire report for (a specified address). The incident occurred on January 11 or 12, 2013.",general,business,2013-03-12,2013-04-11,disclosed in part,11
ocd-division/country:ca/csd:3520005,AG-2013-00538,538,"A copy of all building records related to (a specified address), including records related to the common party wall between (a specified address) and any orders, inspections, notices, etc.",general,public,2013-03-12,2013-04-11,disclosed in part,55
ocd-division/country:ca/csd:3520005,AG-2013-00563,563,"A copy of all records pertaining to (a specified address) from 2008 to present, including records related to issues involving mould, flooding, etc.",general,public,2013-03-12,2013-04-11,all disclosed,15
ocd-division/country:ca/csd:3520005,AP-2013-00616,616,"A copy of the Ontario Works file for (an individual) from 2005 to August 16, 2007.",personal,public,2013-03-18,2013-04-11,disclosed in part,375
ocd-division/country:ca/csd:3520005,AP-2013-00616,616,"A copy of the Ontario Works file for {name of individual} from 2005 to August 16, 2007.",personal,public,2013-03-18,2013-04-11,disclosed in part,375
ocd-division/country:ca/csd:3520005,AP-2013-00594,594,A copy of the employment file for (an individual).,personal,public,2013-03-19,2013-04-11,disclosed in part,197
ocd-division/country:ca/csd:3520005,AP-2013-00594,594,A copy of the employment file for {name of individual}.,personal,public,2013-03-19,2013-04-11,disclosed in part,197
ocd-division/country:ca/csd:3520005,AG-2013-00480,480,"A copy of building inspection reports that were part of permit application, design information for (a specified address).",general,public,2013-03-07,2013-04-12,disclosed in part,287
ocd-division/country:ca/csd:3520005,AG-2013-00530,530,"Records regarding enteric outbreaks and food borne illnesses, including, but not limited to, complaints for (a specified address) from 2010 to 2013.",general,public,2013-03-11,2013-04-12,disclosed in part,141
